Player Name,Team,League,POS,GP,MIN,Y,YR,R,A,SA,CR,ACR,CC,FS,P,AP,ACRO,BCC,DR,APW,TBOX,ECL
Borja Valero,INT,UCL,M,6,231,1,0,0,0,0,4,1,5,5,140,155,1,0,1,0,7,0
Alvaro Odriozola,RMD,UCL,M/D,3,227,0,0,0,0,0,17,3,3,2,126,132,3,1,2,0,4,1
Milan Petrzela,VPL,UCL,M,4,227,0,0,0,0,0,2,1,3,6,50,66,1,1,2,0,7,0
Nico Schlotterbeck,FBG,BUND,D,5,227,1,0,0,0,0,0,0,0,7,70,91,0,0,1,0,2,10
Michel Aebischer,YBO,UCL,M,4,226,0,0,0,0,0,4,0,1,3,110,125,0,0,2,0,6,3
Srdjan Babic,RSB,UCL,D,3,225,0,0,0,0,0,0,0,0,0,82,103,0,0,1,0,1,11
Moussa Wague,BAR,LIGA,D,3,225,1,0,0,0,0,6,1,5,0,111,127,1,0,6,0,7,2
Gabriel Pires,BEN,UCL,M,4,219,0,0,0,0,0,1,0,4,4,100,136,0,0,4,0,3,1
Ezequiel Garay,VAL,UCL,D,3,219,0,0,0,0,0,0,0,0,1,109,125,0,0,0,0,1,13
Kevin Vazquez Comesana,CEL,LIGA,D,4,218,0,0,0,0,0,6,1,1,7,71,92,1,0,1,0,0,8
Oliver Skipp,TOT,EPL,M,8,216,0,0,0,0,0,0,0,1,3,120,143,0,0,2,0,1,6
Peter Pekarik,HB,BUND,D,3,216,0,0,0,0,0,8,2,1,0,79,106,2,0,1,0,2,5
Tomas Horava,VPL,UCL,M/D,5,215,0,0,0,0,0,1,1,4,4,85,103,1,0,2,0,2,0
Yacine Adli,BDX,FRAN,M,7,214,1,0,0,0,0,9,1,6,1,108,139,1,1,9,0,7,0
Georgi Schennikov,CSK,UCL,D,3,213,1,0,0,0,0,5,0,0,7,49,63,0,0,0,1,5,6
Assane Diousse,ETI,FRAN,M,7,212,0,0,0,0,0,0,0,2,3,120,142,0,1,4,0,1,7
Juan Jesus,ROM,UCL,D,3,212,0,0,0,0,0,0,0,0,2,129,139,0,0,0,0,0,12
Ezequiel Munoz,LGN,LIGA,D,3,211,0,0,0,0,0,0,0,0,0,94,115,0,0,0,0,3,10
Marcos Rojo,MUN,EPL,D,5,211,2,0,0,0,0,3,0,0,1,90,124,0,0,1,0,2,9
Alexis Sanchez,MUN,UCL,F/M,4,210,0,0,0,0,0,13,3,3,4,65,86,2,0,3,0,10,0
Inigo Lekue,ATH,LIGA,M/D,4,210,1,0,0,0,0,12,1,2,3,70,85,0,0,3,0,2,10
Josh Sims,SOU,EPL,M,7,209,0,0,0,1,0,1,0,1,5,32,44,0,1,4,0,7,1
Clinton Mata,CB,UCL,M/D,4,208,0,0,0,0,0,4,1,3,3,76,100,1,0,3,0,0,5
Jose Agustin Mauri,MIL,SERI,M,5,207,0,0,0,0,0,0,0,2,4,89,100,0,0,5,0,2,0
Christian Fuchs,LEI,EPL,D,3,206,0,0,0,0,0,15,4,6,2,98,118,4,0,1,0,2,7
Vincent Kompany,MCI,UCL,D,4,205,0,0,0,0,0,0,0,2,0,189,195,0,0,0,0,2,7
Alan Patrick,DON,UCL,M,5,205,1,0,0,1,0,1,1,8,6,111,122,1,1,2,0,4,0
Fredrik Jensen,AUG,BUND,M,6,205,0,0,0,0,0,2,0,2,0,30,52,0,1,2,0,6,3
Dani Alves,PSG,UCL,D,3,204,1,0,0,0,1,12,3,3,9,133,156,3,0,2,0,5,1
Edgar Prib,HAN,BUND,M,4,203,1,0,0,1,0,22,3,6,3,68,85,1,1,4,0,4,1
Alef,AEK,UCL,M,4,200,1,0,0,0,0,0,0,0,1,59,75,0,0,2,0,0,3
Kenny Tete,LYO,UCL,D,3,196,1,0,0,0,0,4,0,2,2,83,106,0,0,2,0,4,6
Ruben Vezo,VAL,LIGA,D,4,194,2,0,0,0,0,3,1,2,4,66,87,1,1,1,0,2,8
Kevin Ndoram,MON,FRAN,M/D,4,194,2,0,0,0,0,0,0,0,2,121,136,0,0,0,0,1,9
Marcel Schmelzer,DOR,UCL,D,3,193,0,0,0,0,0,7,2,2,1,173,196,2,0,1,0,7,6
Daniel Ojeda,LGN,LIGA,M,5,192,1,0,0,0,0,8,2,2,2,41,56,2,0,1,0,6,2
Andreas Pereira,MUN,UCL,M,4,190,0,0,0,0,0,7,2,2,4,85,103,1,0,2,0,1,0
Ben Wilmot,UDN,SERI,D,4,189,0,0,0,0,0,0,0,1,2,81,101,0,0,0,0,0,11
Joao Miranda,INT,UCL,D,3,188,0,0,0,0,0,0,0,1,2,84,100,0,0,0,0,2,6
Samuel Grandsir,MON,UCL,M,3,187,0,0,0,0,0,15,2,2,3,47,57,2,0,4,0,7,0
Guessouma Fofana,AMN,FRAN,M,3,186,1,0,0,0,0,1,0,0,2,40,56,0,0,1,0,0,0
Dani Ceballos,RMD,UCL,M,3,185,0,0,0,0,1,4,3,4,1,169,178,3,1,1,0,6,0
Havard Nordtveit,HOF,UCL,M/D,3,185,0,0,0,0,0,0,0,0,0,63,73,0,0,0,0,2,4
Miguel Britos,WAT,EPL,D,3,185,0,0,0,0,0,1,0,0,1,47,59,0,0,1,0,0,10
Giuseppe Pezzella,UDN,SERI,D,4,184,1,0,0,0,0,4,1,2,2,30,47,1,0,1,0,0,6
Junior Tavares,SMP,SERI,D,3,184,1,0,0,0,0,9,2,2,4,169,182,2,1,3,0,0,1
Mariano,GAL,UCL,D,3,181,0,0,0,0,1,9,2,0,1,114,135,2,0,2,0,0,3
Dejan Lovren,LIV,UCL,D,3,181,0,0,0,0,0,0,0,0,3,125,141,0,0,0,0,0,10
Han-Noah Massengo,MON,UCL,M,3,181,0,0,0,0,0,2,0,0,3,70,77,0,0,3,0,1,3
Benoit Badiashile,MON,UCL,D,2,180,0,0,0,0,0,0,0,1,0,120,130,0,0,1,0,2,10
Kristijan Bistrovic,CSK,UCL,M,2,180,0,0,0,0,0,2,0,2,2,79,95,0,0,0,0,0,3
Loic Mbe Soh,PSG,FRAN,D,2,180,0,0,0,0,0,0,0,0,0,116,127,0,0,1,0,1,5
Jeffrey Bruma,SKE,UCL,D,2,180,1,0,0,0,0,0,0,0,0,53,63,0,0,0,0,0,5
Franck Tabanou,GUI,FRAN,D,2,180,0,0,0,0,0,0,0,0,2,50,65,0,0,0,0,0,13
Bastian Oczipka,SKE,UCL,D,2,180,0,0,0,0,0,8,0,0,1,34,53,0,0,3,0,0,5
Paul Verhaegh,WOL,BUND,D,2,180,0,0,0,0,0,5,0,1,0,75,92,0,0,0,0,0,6
Maciej Rybus,LMO,UCL,M/D,2,180,0,0,0,0,0,3,2,1,2,51,65,2,0,3,0,2,9
Stefan Posch,HOF,UCL,D,2,180,0,0,0,0,0,0,0,0,1,58,73,0,0,0,0,1,1
Kevin Akpoguma,HOF,UCL,D,2,180,0,0,0,0,0,0,0,0,2,83,97,0,0,0,0,0,3
Hervias,EIB,LIGA,M,3,180,0,0,0,1,0,31,5,6,5,38,47,1,0,5,0,2,0
Sergio Akieme,RV,LIGA,D,2,180,0,0,0,1,0,8,1,1,2,55,65,1,0,2,0,0,5
Sofyan Amrabat,CB,UCL,M,2,180,1,0,0,0,0,2,0,0,2,61,84,0,0,4,0,1,6
Fethi Harek,NIM,FRAN,D,3,178,1,0,0,0,0,0,0,0,1,43,62,0,0,1,0,1,6
Jean-Eudes Aholou,MON,UCL,M,3,176,0,0,0,0,0,0,0,2,1,60,70,0,0,1,0,1,1
Xherdan Shaqiri,LIV,UCL,M,4,175,0,0,0,2,1,12,3,3,4,63,87,1,2,0,0,3,2
Papy Djilobodji,GUI,FRAN,D,4,174,1,0,1,0,0,1,0,1,0,59,86,0,0,1,0,2,11
Allan,EF,BUND,M,4,174,1,0,0,0,0,3,0,1,5,42,61,0,0,1,0,1,1
Benjamin Mendy,MCI,UCL,D,2,174,0,0,0,0,0,7,1,3,1,88,97,1,1,0,0,0,0
Lorenzo Dickmann,SPL,SERI,M/D,6,172,1,0,0,0,0,1,1,0,3,33,46,1,0,1,0,1,3
Alan Dzagoev,CSK,UCL,M,3,172,0,0,0,0,0,3,1,7,1,83,92,0,0,1,0,10,2
Antoine Bernede,PSG,FRAN,M,2,170,0,0,0,0,0,0,0,1,1,159,170,0,0,0,0,0,1
Ander Herrera,MUN,UCL,M,2,169,2,0,0,0,0,3,1,2,2,98,103,1,0,0,0,1,3
Giulian Biancone,MON,UCL,D,2,168,1,0,0,0,0,4,0,2,1,84,108,0,0,0,0,1,6
Jeremy Grimm,STR,FRAN,M,5,167,2,0,0,0,0,0,0,1,3,69,83,0,0,0,0,1,5
Ali Adnan,ATA,SERI,D,3,166,0,0,0,0,0,14,3,3,2,60,85,1,0,5,0,5,6
Ivan Marcano,ROM,UCL,D,2,166,0,0,0,0,0,0,0,1,1,86,93,0,0,0,0,2,4
Arnaut Danjuma Groeneveld,CB,UCL,F/M,2,166,0,0,0,0,0,4,1,2,0,39,52,1,0,1,0,4,2
Carl Jenkinson,ARS,EPL,D,3,165,0,0,0,0,0,3,0,1,0,58,75,0,0,0,0,4,2
Mousa Dembele,TOT,UCL,M,2,164,1,0,0,0,0,0,0,2,0,95,100,0,0,2,0,0,0
Timor,GIR,LIGA,M/D,2,164,0,0,0,0,0,0,0,0,1,74,87,0,0,0,0,0,3
Abdul-Rahman Baba,SKE,BUND,D,2,163,0,0,0,0,0,3,2,3,1,56,72,2,0,1,0,2,2
Luca Pellegrini,ROM,SERI,D,4,162,2,0,0,1,0,6,1,1,1,86,106,1,1,1,0,3,1
Hervias,REV,LIGA,M,3,161,1,0,0,0,0,10,1,2,3,45,52,1,1,1,0,2,0
Lassana Diarra,PSG,FRAN,M,3,160,0,0,0,0,0,0,0,1,3,131,146,0,0,4,0,0,3
Martin Terrier,LYO,UCL,F/M,3,159,0,0,0,0,0,2,0,0,0,34,44,0,0,1,0,5,1
Jean-Clair Todibo,BAR,LIGA,M,2,158,2,0,0,0,0,0,0,0,0,109,118,0,0,3,0,0,7
Riqui Puig Marti,BAR,LIGA,M,2,157,0,0,0,0,0,0,0,2,1,106,115,0,1,0,0,0,1
Sergej Grubac,CHV,SERI,M,3,157,1,0,0,0,0,0,0,1,3,15,25,0,0,0,0,5,1
Alberto Moreno,LIV,EPL,D,2,155,0,0,0,0,0,3,1,3,1,92,105,1,0,2,0,2,0
Ruben Vezo,VAL,UCL,D,3,150,1,0,0,0,0,0,0,0,5,60,69,0,0,2,0,0,6
Marcos Llorente,RMD,UCL,M,2,148,0,0,0,0,0,0,0,0,3,105,113,0,0,2,0,0,1
Ezequiel Schelotto,CHV,SERI,D,4,143,0,0,0,0,0,5,1,2,1,46,71,1,0,0,0,4,8
Tyrone Mings,BOU,EPL,D,5,142,0,0,0,0,0,1,1,1,1,73,87,1,0,2,0,1,8
Leonardo Bittencourt,HOF,UCL,M,3,142,0,0,0,1,0,9,2,6,3,31,41,1,1,2,0,9,0
Kasim Adams Nuhu,HOF,UCL,D,2,141,0,1,1,0,0,0,0,0,0,41,52,0,0,3,0,1,4
Nicolas Frey,CHV,SERI,D,4,137,0,0,0,0,0,1,0,1,0,42,59,0,0,0,0,0,7
Antonio Candreva,INT,UCL,F/M,5,137,0,0,0,0,1,13,3,2,1,41,48,2,0,2,0,4,4
Joshua Brenet,HOF,UCL,D,2,135,0,0,0,0,0,0,0,0,0,23,28,0,0,1,0,1,4
Abdoulaye Dabo,NTE,FRAN,M,2,117,0,0,0,0,0,1,0,3,2,26,30,0,1,1,0,3,0
Iuri Medeiros,GEN,SERI,F/M,2,107,0,0,0,0,0,4,0,2,2,37,41,0,0,3,0,4,0
Sami Khedira,JUV,UCL,M,4,105,0,0,0,0,0,1,1,0,0,62,71,1,0,0,0,5,1
Keagan Dolly,MTP,FRAN,M,3,89,0,0,0,0,1,4,3,1,2,31,37,0,0,0,0,2,0
Mickael Cuisance,BM,BUND,M,11,269,3,0,0,1,0,4,0,5,2,119,150,0,0,12,0,9,4
Danilo Soddimo,FRO,SERI,F/M,10,244,2,0,0,1,0,15,6,8,4,80,100,4,1,2,0,7,2
Omer Toprak,DOR,BUND,D,9,233,0,0,0,0,0,0,0,0,1,177,182,0,0,1,0,3,7
Edgar Ie,LIL,FRAN,D,7,233,1,0,0,0,0,2,0,1,0,91,111,0,0,2,0,1,15
Matteo Pessina,ATA,SERI,M,12,229,0,0,0,1,0,5,2,2,6,166,191,2,1,0,0,1,4
Salih Ucan,EMP,SERI,M,13,229,1,0,0,0,0,8,1,4,1,110,152,1,0,4,0,13,1
Rabbi Matondo,SKE,BUND,F/M,8,213,0,0,0,0,0,5,2,4,0,30,36,2,2,3,0,15,0
Matteo Brighi,EMP,SERI,M,9,205,1,0,0,0,0,0,0,2,6,64,81,0,0,0,0,4,3
Timothy Tillman,FCN,BUND,M,6,203,0,0,0,0,0,0,0,3,7,40,54,0,1,7,0,4,0
Valon Berisha,LAZ,SERI,M,8,192,0,0,0,0,0,9,4,4,4,120,137,0,1,1,1,2,3
Piotr Zielinski,NAP,UCL,M,6,181,0,0,0,0,0,2,0,4,0,110,130,0,1,4,0,6,1
Cesc Fabregas,CHE,EPL,M,6,175,1,0,0,0,0,1,0,3,3,167,193,0,0,0,0,6,0
Yassine Benrahou,BDX,FRAN,M,4,175,0,0,0,0,0,16,1,2,4,80,96,0,0,2,0,4,1
Djegui Koita,GUI,FRAN,D,2,172,0,0,0,0,0,0,0,0,1,41,59,0,0,0,0,2,9
Donyell Malen,PSV,UCL,M,6,172,0,0,0,0,0,4,0,1,6,26,32,0,1,2,0,4,0
Jordan Lukaku,LAZ,SERI,D,7,169,1,0,0,0,0,10,1,1,1,71,86,1,0,4,0,3,1
Douglas Costa,JUV,UCL,F/M,5,156,0,0,0,0,0,15,2,2,3,63,69,1,0,11,0,9,2
Fran Manzanara,LEV,LIGA,M,4,155,0,0,0,0,0,0,0,0,1,60,67,0,0,0,0,3,7
Elseid Hysaj,NAP,UCL,D,3,149,1,0,0,0,0,2,1,0,4,111,122,1,0,3,0,1,3
Diego Perotti,ROM,UCL,F/M,2,148,0,0,0,0,0,13,3,3,4,42,56,2,0,2,1,4,0
Godfred Donsah,BGN,SERI,M,6,148,0,0,0,0,0,0,0,1,1,49,58,0,0,5,0,0,7
Gerrit Holtmann,MAI,BUND,M/D,4,143,2,0,0,0,0,5,0,2,1,16,25,0,1,6,0,7,1
Fernando,POR,UCL,M/D,4,143,0,0,0,0,0,1,0,0,2,17,26,0,0,1,1,5,2
Amine Harit,SKE,UCL,M,5,141,0,0,0,0,0,1,0,2,6,42,52,0,0,4,0,8,0
Federico Valverde,RMD,UCL,M,4,139,1,0,0,0,0,2,0,1,0,125,133,0,0,3,0,2,2
Steven Fortes,TOU,FRAN,D,3,136,0,0,0,0,0,0,0,0,1,43,50,0,0,0,0,0,9
Bohdan Butko,DON,UCL,D,3,136,0,0,0,0,0,4,0,0,1,60,63,0,0,0,0,1,7
Sofiane Feghouli,GAL,UCL,F/M,3,136,0,0,0,0,0,22,4,7,2,65,84,0,2,3,0,5,1
Ulisses Garcia,YBO,UCL,D,2,135,1,0,0,0,0,6,2,3,0,47,54,2,0,2,0,2,4
Francisco Montero,ATL,UCL,D,2,135,1,0,0,0,0,0,0,0,2,41,55,0,0,0,0,2,9
Alfa Semedo,BEN,UCL,M,3,132,1,0,0,0,0,1,0,0,2,61,71,0,0,5,0,2,4
Kingsley Coman,BAY,UCL,M,3,129,0,0,0,0,0,0,0,1,1,38,47,0,0,2,0,14,0
Renato Sanches,BAY,UCL,M,6,125,1,0,0,0,0,0,0,0,1,72,80,0,0,5,0,1,1
Davide Zappacosta,CHE,EPL,M/D,4,125,0,0,0,0,0,1,0,1,1,60,75,0,0,2,0,6,4
Taleb Tawatha,EF,BUND,D,3,125,0,0,0,0,0,6,0,0,2,25,36,0,0,1,0,1,1
Joel Untersee,EMP,SERI,D,3,124,0,0,0,0,0,3,0,0,1,43,52,0,0,2,0,1,5
Javi Sanchez,RMD,UCL,D,2,121,0,0,0,0,0,0,0,0,0,72,78,0,0,0,0,1,8
Philip Foden,MCI,UCL,M,4,120,0,0,0,0,0,3,2,4,2,54,64,1,1,3,0,7,2
Rai Vloet,FRO,SERI,F/M,5,119,0,0,0,0,0,2,1,4,3,32,37,1,0,0,0,5,1
Danilo,MCI,UCL,D,2,119,1,0,0,0,0,0,0,1,0,142,149,0,0,0,0,0,2
Randal Kolo Muani,NTE,FRAN,M,5,118,1,0,0,0,0,1,0,0,1,15,25,0,0,1,0,6,2
Julien Serrano,MON,FRAN,D,3,117,1,0,0,0,0,2,0,1,1,37,47,0,0,0,0,1,1
Lluis Sastre Reus,HUE,LIGA,M,4,117,0,0,0,0,0,3,0,1,2,71,89,0,0,0,0,1,0
Dmitry Efremov,CSK,UCL,M,3,115,1,0,0,0,0,3,2,2,5,24,35,2,0,3,0,4,6
Edgar Salli,FCN,BUND,F/M,3,115,1,0,0,0,0,0,0,1,2,19,19,0,0,0,0,3,1
Rodrigo Galo,AEK,UCL,D,5,115,0,0,0,0,0,5,2,2,0,39,50,1,0,1,0,2,0
Mason Greenwood,MUN,EPL,M,3,115,0,0,0,0,0,1,0,3,1,51,60,0,0,3,0,16,1
Jordan Ferri,LYO,FRAN,M,4,114,0,0,0,0,0,6,0,0,2,80,89,0,0,1,0,5,3
Lorenzo Ebecilio,RSB,UCL,M,4,113,0,0,0,1,0,3,1,2,2,35,46,0,1,5,0,0,0
Neheun Paz,BGN,SERI,D,2,113,1,0,0,0,0,0,0,0,0,34,46,0,0,1,0,0,2
Jeison Murillo,BAR,LIGA,D,2,112,0,0,0,0,0,0,0,0,0,116,125,0,0,0,0,1,5
Justin Hoogma,HOF,BUND,D,2,110,0,0,0,0,0,0,0,0,0,90,102,0,0,0,0,0,1
Callum Slattery,SOU,EPL,M/D,3,110,0,0,0,0,0,1,0,0,3,22,31,0,0,1,0,4,1
Alex Lopez,ESP,LIGA,M,4,109,1,0,0,0,0,2,1,0,4,68,75,1,0,1,0,0,1
Cristian Dell'Orco,SAS,SERI,D,3,109,0,0,0,1,0,6,2,1,3,42,54,2,1,1,0,1,3
Giuseppe Pezzella,GEN,SERI,D,5,109,0,0,1,0,0,4,1,1,1,26,34,1,0,0,0,0,3
Nathaniel Clyne,LIV,EPL,D,4,108,0,0,0,0,0,3,0,0,2,49,59,0,0,0,0,3,1
Gregory Sertic,MAR,FRAN,M/D,4,107,1,0,0,0,0,1,0,0,0,57,74,0,0,0,0,1,2
Gaoussou Boubacar Traore,AMN,FRAN,M,3,107,1,0,0,0,0,0,0,0,4,29,37,0,0,0,0,0,0
Ferran Torres,VAL,UCL,F/M,3,106,0,0,0,0,0,2,1,0,1,37,47,1,0,3,0,5,1
Andrea Barzagli,JUV,UCL,D,3,106,0,0,0,0,0,0,0,0,1,67,77,0,0,0,0,0,2
Denis Cheryshev,VAL,UCL,M,3,106,0,0,0,0,0,6,1,2,0,50,63,1,0,2,0,7,0
Leonardo Bertone,YBO,UCL,M/D,3,105,1,0,0,0,0,2,1,1,2,49,57,0,0,0,0,1,5
Marco Andreolli,CAG,SERI,D,3,104,1,0,0,0,0,0,0,0,0,65,72,0,0,0,0,1,5
Adam Lallana,LIV,UCL,M,3,104,1,0,0,0,0,2,0,1,1,40,53,0,0,2,0,12,0
Chima Okoroji,FBG,BUND,D,2,104,0,0,0,0,0,2,0,0,1,13,20,0,0,1,0,1,1
Bremer,TOR,SERI,D,4,103,1,0,0,0,0,0,0,1,3,22,31,0,0,0,0,2,5
Pape Cheikh Diop,LYO,UCL,M,5,102,0,0,0,0,0,0,0,2,2,33,34,0,0,1,0,2,1
Steven Zuber,HOF,UCL,M,3,101,0,0,0,0,0,3,0,1,1,31,40,0,0,1,0,3,1
Erik Moran,AEK,UCL,M,2,100,0,0,0,0,0,5,1,1,0,25,34,0,0,0,0,1,1
Juan Foyth,TOT,UCL,D,2,100,0,0,0,0,0,2,2,2,0,81,90,2,0,3,0,2,0
Trent Sainsbury,PSV,UCL,D,2,99,0,0,0,0,0,0,0,0,0,25,37,0,0,0,0,0,16
Shinji Kagawa,DOR,BUND,M,2,98,0,0,0,0,0,3,0,0,0,65,73,0,0,0,0,3,0
Steven Davis,SOU,EPL,M,3,97,0,0,0,1,0,1,1,3,0,64,68,1,1,0,0,1,5
Ander Iturraspe,ATH,LIGA,M,3,97,1,0,0,0,0,0,0,0,1,71,80,0,0,0,0,0,2
Sime Vrsaljko,INT,UCL,D,2,97,0,0,0,0,0,7,0,0,1,44,54,0,0,0,0,0,5
Sergio Oliveira,POR,UCL,M,4,96,0,0,0,0,0,2,0,1,3,31,40,0,0,1,0,4,1
Erick Gutierrez,PSV,UCL,M,4,96,1,0,0,0,0,0,0,0,1,47,55,0,0,2,0,1,1
Svante Ingelsson,UDN,SERI,M,3,95,0,0,0,0,0,0,0,0,1,21,34,0,0,1,0,0,4
Danny Williams,HUD,EPL,M,5,95,1,0,0,0,0,0,0,1,1,19,24,0,0,1,0,0,2
Thorsten Schick,YBO,UCL,M,2,95,0,0,0,0,0,2,0,1,0,36,41,0,0,0,0,0,1
Molla Wague,UDN,SERI,D,2,94,0,0,0,0,0,0,0,0,1,43,49,0,0,0,0,4,5
Gian-Luca Itter,WOL,BUND,D,2,93,0,0,0,0,0,2,0,0,3,38,43,0,0,3,0,0,2
Carles Alena,BAR,UCL,M,3,92,0,0,0,0,0,0,0,2,0,54,56,0,0,2,0,1,1
Steven Skrzybski,SKE,UCL,F/M,4,91,0,0,0,0,0,0,0,0,1,10,14,0,0,0,0,5,0
Thomas Vermaelen,BAR,UCL,D,2,91,0,0,0,0,0,0,0,0,3,30,38,0,0,0,0,0,5
Thomas Basila,NTE,FRAN,D,2,91,0,0,0,0,0,0,0,0,1,22,27,0,0,0,0,0,7
Leandro Barreiro,MAI,BUND,M,1,90,1,0,0,0,0,0,0,1,0,14,25,0,0,3,0,1,1
Carel Eiting,AJX,UCL,M,1,90,0,0,0,1,0,1,0,3,0,81,95,0,1,2,0,4,1
Ludek Pernica,VPL,UCL,D,1,90,0,0,0,0,0,0,0,1,0,24,29,0,1,0,0,0,1
Emre Akbaba,GAL,UCL,M,1,90,0,0,0,1,0,8,1,2,4,18,25,0,0,0,1,5,0
Driss Trichard,BDX,FRAN,D,1,90,0,0,0,0,0,4,0,0,1,25,31,0,0,0,0,0,3
Alex Sola Lopez-Ocana,RSO,LIGA,D,1,90,0,0,0,0,0,4,1,1,2,42,52,1,0,4,0,1,2
Kayne Ramsay,SOU,EPL,D,1,90,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,7
Johan Larsson,GUI,FRAN,D,1,90,0,0,0,0,0,5,0,1,0,21,26,0,0,0,0,2,1
Juan Miranda,BAR,UCL,D,1,90,0,0,0,0,0,0,0,0,3,50,60,0,0,1,0,0,0
Giulian Biancone,MON,FRAN,D,1,90,0,0,0,0,0,1,0,0,0,28,35,0,0,0,0,0,2
Romain Faivre,MON,FRAN,M,1,90,1,0,0,0,0,0,0,1,2,37,43,0,0,1,0,3,1
Angelo Ndrecka,CHV,SERI,D,1,90,0,0,0,0,0,1,0,1,1,36,43,0,1,0,0,0,1
Jonas Carls,SKE,BUND,D,1,90,0,0,0,0,0,5,0,1,0,12,16,0,0,0,0,1,0
George Timotheou,SKE,BUND,D,1,90,0,0,0,0,0,0,0,0,1,37,46,0,0,0,0,2,4
Paolo Gozzi,JUV,SERI,D,1,90,0,0,0,0,0,0,0,0,0,50,55,0,0,1,0,0,3
Benjamin Hubner,HOF,UCL,D,1,90,0,0,0,0,0,0,0,1,2,28,34,0,0,0,1,1,4
Kevin Strootman,ROM,SERI,M,1,90,0,0,0,0,0,0,0,2,0,27,35,0,0,0,0,2,2
Jeremy Morel,LYO,UCL,D,1,90,1,0,0,0,0,0,0,0,1,32,41,0,0,0,0,0,7
Jeison Murillo,VAL,LIGA,D,1,90,0,0,0,0,0,0,0,0,3,16,17,0,0,0,0,0,6
Jeison Murillo,VAL,UCL,D,1,90,1,0,0,0,0,0,0,0,1,41,43,0,0,0,0,1,3
Antonio Barreca,MON,UCL,D,1,90,1,0,0,0,0,12,2,1,0,54,62,2,0,0,0,0,0
Mehdi Benatia,JUV,UCL,D,1,90,0,0,0,0,0,0,0,0,1,69,73,0,0,0,0,0,2
Simon Asta,AUG,BUND,D,1,90,1,0,0,0,0,1,1,0,0,15,31,1,0,1,0,0,0
Carlos Munoz,ATL,LIGA,D,1,90,0,0,0,0,0,3,0,1,1,35,41,0,0,2,0,3,0
Matej Mitrovic,CB,UCL,D,1,90,0,0,0,0,0,1,1,0,0,31,33,1,0,0,0,2,6
Diogo Leite,POR,UCL,D,1,90,0,0,0,0,0,0,0,0,0,21,30,0,0,0,0,1,5
Lyanco,TOR,SERI,D,2,90,0,0,0,0,0,0,0,0,1,20,25,0,0,1,0,0,5
Robert Mazan,CEL,LIGA,D,1,90,0,0,0,0,0,4,0,2,0,38,44,0,0,0,0,0,0
Morgan Poaty,MTP,FRAN,D,1,90,0,0,0,0,0,7,1,1,3,22,36,1,0,3,0,0,2
Antonio Moya,ATL,LIGA,M,1,90,0,0,0,0,0,0,0,0,0,45,49,0,0,0,0,0,3
Justin Hoogma,HOF,UCL,D,1,90,0,0,0,0,0,0,0,0,0,22,28,0,0,1,0,0,4
Ander Guevara,RSO,LIGA,M,1,90,0,0,0,0,0,1,1,1,1,41,42,1,0,3,0,0,0
Clement Michelin,TOU,FRAN,D,1,90,0,0,0,0,0,1,0,0,0,21,32,0,0,0,0,0,5
Daniel Kolar,VPL,UCL,M,2,90,0,0,0,0,0,0,0,1,1,18,24,0,0,0,0,2,0
Jesus Vallejo,RMD,UCL,D,1,90,0,0,0,0,0,0,0,0,0,49,51,0,0,0,0,0,4
Jose Antonio Dorado,RV,LIGA,D,1,90,0,0,0,0,0,0,0,0,1,47,52,0,0,2,0,0,5
Ludovic Baal,REN,FRAN,D,1,90,0,0,0,0,0,1,0,0,2,35,47,0,0,0,0,0,1
Koffi Djidji,NTE,FRAN,D,1,90,0,0,0,0,0,0,0,0,0,45,54,0,0,0,0,0,3
Milan Gajic,BDX,FRAN,D,1,90,0,0,0,0,0,3,0,0,1,24,28,0,0,0,0,1,6
Gaetan Bussmann,MAI,BUND,D,1,90,0,0,0,0,0,1,0,0,1,34,46,0,0,0,0,0,2
Pablo De Blasis,MAI,BUND,M,1,90,0,0,0,0,0,4,1,1,0,17,28,1,0,0,0,1,0
Kevin Ndoram,MON,UCL,M/D,1,90,0,0,0,0,0,0,0,1,1,37,47,0,0,1,0,0,2
Oleg Danchenko,DON,UCL,M,1,89,1,0,0,0,0,3,0,0,1,27,37,0,0,1,0,2,2
Adrien Silva,LEI,EPL,M,2,88,0,0,0,0,0,0,0,0,2,68,79,0,0,1,0,0,1
Ibrahima Cisse,FUL,EPL,M,3,87,0,0,0,0,0,0,0,0,0,29,34,0,0,1,0,0,4
Christoph Baumgartner,HOF,BUND,M,2,86,1,1,1,0,0,1,0,0,3,22,35,0,0,5,0,4,0
Marc Navarro,WAT,EPL,D,2,85,0,0,0,0,0,5,1,0,0,19,23,1,0,1,0,1,2
Jelle Vossen,CB,UCL,M,1,82,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,3,0
Stefan Savic,ATL,UCL,D,1,82,0,1,1,0,0,0,0,0,0,54,55,0,0,0,0,0,1
Antonis Aidonis,SGT,BUND,M/D,2,81,1,0,0,0,0,6,1,0,0,8,21,1,0,0,0,1,2
Vasco Regini,SPL,SERI,D,4,80,0,0,0,0,0,0,0,0,3,31,42,0,0,0,0,0,4
Rafinha,BAR,UCL,F/M,2,79,0,0,0,0,0,3,0,1,3,54,57,0,0,1,0,3,0
