Player Name,Team,League,POS,GP,MIN,Y,YR,R,A,SA,CR,ACR,CC,FS,P,AP,ACRO,BCC,DR,APW,TBOX,ECL
Rani Khedira,AUG,BUND,M,31,2717,6,0,0,1,1,7,2,8,24,1095,1327,2,1,2,0,27,95
Jesus Navas,SEV,LIGA,M/D,32,2712,8,0,0,5,1,194,43,42,31,1092,1418,43,10,34,0,86,52
Philipp Max,AUG,BUND,D,31,2665,1,0,0,2,0,202,56,60,20,608,847,28,11,12,0,34,42
Seko Fofana,UDN,SERI,M,31,2645,5,0,0,4,0,35,13,37,28,949,1113,13,4,54,0,54,16
Roberto Firmino,LIV,EPL,F/M,34,2617,0,0,0,6,1,9,2,43,10,1033,1278,2,8,49,0,165,15
Luka Modric,RMD,LIGA,M,34,2617,6,0,0,6,0,73,20,54,46,1682,1891,9,5,53,0,57,6
Shkodran Mustafi,ARS,EPL,D,31,2615,9,0,0,0,0,11,1,6,8,1445,1765,1,0,8,0,39,161
Harry Maguire,LEI,EPL,D,31,2599,6,0,1,0,0,1,0,11,16,1495,1747,0,1,16,0,63,152
Victor Camarasa,CC,EPL,M,32,2578,6,0,0,4,1,121,41,50,29,665,885,8,4,34,0,37,24
Florent Mollet,MTP,FRAN,M,32,2577,5,1,1,4,2,201,63,68,33,1111,1274,12,8,20,0,61,4
Will Hughes,WAT,EPL,M,32,2433,5,0,0,4,0,21,3,28,71,733,959,2,5,25,0,86,22
Kyle Walker,MCI,EPL,D,33,2777,3,0,0,1,0,59,4,24,14,2153,2389,4,1,18,0,33,50
Christian Eriksen,TOT,EPL,M,35,2771,3,0,0,12,1,117,33,73,16,1517,1872,15,10,18,0,72,7
Cedric Yambere,DIJ,FRAN,D,32,2767,4,0,0,0,0,2,0,3,33,1006,1211,0,1,6,0,33,129
Oscar Wendt,BM,BUND,D,32,2730,2,0,0,1,1,77,23,27,18,1239,1511,20,3,7,0,33,65
Pablo Sarabia,SEV,LIGA,M,33,2728,9,0,0,13,0,183,44,68,48,962,1208,21,17,27,0,157,16
Damien Le Tallec,MTP,FRAN,M/D,35,2722,3,0,0,0,0,5,1,21,26,940,1188,1,0,3,0,42,46
Sergio Busquets,BAR,LIGA,M,35,2719,10,0,0,1,0,2,0,15,54,2147,2394,0,2,9,0,16,20
Federico Fazio,ROM,SERI,D,33,2714,6,0,0,0,0,5,1,5,15,1154,1355,1,0,14,0,36,161
Jonathan Silva,LGN,LIGA,D,30,2700,9,0,0,6,0,156,42,47,20,636,887,28,9,11,0,32,70
Vincent Manceau,ANG,FRAN,M/D,30,2700,2,0,0,1,0,56,10,16,33,1005,1223,10,0,13,0,19,68
Gianmarco Ferrari,SAS,SERI,D,30,2700,8,0,0,0,0,11,1,5,25,1607,1852,1,0,4,0,27,86
Oscar Plano,REV,LIGA,M,33,2696,8,0,0,4,0,59,14,31,66,592,771,6,5,25,1,70,20
Nestor Araujo,CEL,LIGA,D,32,2682,1,1,1,0,0,2,2,4,4,1283,1491,2,1,2,0,21,147
Etxeita,HUE,LIGA,D,31,2678,11,0,0,0,0,8,2,3,12,663,882,2,1,1,0,43,160
Oussama Haddadi,DIJ,FRAN,D,32,2677,5,1,1,2,0,117,28,36,11,933,1216,28,3,11,0,47,69
William,WOL,BUND,D,31,2676,10,0,0,1,2,114,27,39,19,1006,1353,27,2,27,0,34,111
Jean-Philippe Gbamin,MAI,BUND,D,31,2674,3,0,0,1,0,26,4,23,28,1072,1333,4,2,35,0,26,29
Ruben Pena,EIB,LIGA,M/D,31,2673,3,0,0,2,1,216,50,44,34,964,1349,50,6,62,0,37,41
Alexander Djiku,CAE,FRAN,D,30,2665,9,0,1,0,0,3,0,3,40,1134,1357,0,0,8,0,16,178
Sergio Canales,BET,LIGA,M,32,2658,7,0,0,2,1,143,40,55,50,1533,1736,12,6,53,0,78,6
Albin Ekdal,SMP,SERI,M,32,2652,6,0,0,0,0,3,2,18,68,1425,1649,2,1,35,0,16,60
Santi Cazorla,VIL,LIGA,M,35,2651,2,0,0,10,1,158,46,72,58,1362,1573,10,12,48,0,41,14
Hanno Behrens,FCN,BUND,M,30,2643,3,0,0,1,0,4,0,21,23,613,907,0,2,8,0,80,45
Joseph Bennett,CC,EPL,D,30,2641,5,0,0,1,0,43,11,14,35,498,693,10,0,24,0,13,84
Niklas Moisander,BRE,BUND,D,30,2638,6,1,1,0,0,13,5,12,13,1661,1923,5,0,11,0,14,138
Borja Garcia,GIR,LIGA,M,33,2636,0,0,1,3,0,42,9,37,103,1067,1288,7,8,37,0,36,14
Raman Chibsah,FRO,SERI,M,32,2626,5,0,0,0,0,19,7,20,29,728,882,7,0,52,0,33,26
Nico Elvedi,BM,BUND,D,30,2625,1,0,0,1,0,1,0,3,14,1917,2068,0,1,9,0,21,130
Gabriel Paulista,VAL,LIGA,D,30,2625,6,0,0,1,0,0,0,5,30,1125,1298,0,0,2,0,15,156
Lucas Ocampos,MAR,FRAN,M,33,2624,11,0,0,7,0,68,18,31,63,611,782,18,6,64,0,125,25
Antonino Barilla,PAR,SERI,M,31,2622,10,0,0,2,1,39,6,20,32,559,768,3,3,14,0,27,39
Yeray Alvarez,ATH,LIGA,D,30,2614,10,0,0,0,0,4,1,2,24,1028,1284,1,0,5,0,23,144
Loic Perrin,ETI,FRAN,D,30,2610,2,0,0,1,0,5,1,9,20,1328,1545,1,1,6,0,32,111
Mario Gaspar,VIL,LIGA,D,31,2601,15,1,1,2,0,49,10,16,12,813,1053,10,3,11,0,56,83
Tanguy Ndombele,LYO,FRAN,M,33,2601,3,0,0,7,0,6,1,44,70,1702,1906,1,4,57,0,24,10
Pedro Mendes,MTP,FRAN,D,30,2579,7,0,0,0,0,9,3,8,47,1020,1238,3,0,10,1,9,65
Ondrej Duda,HB,BUND,M,32,2573,7,0,0,5,1,51,17,41,45,926,1204,2,10,38,0,59,13
Marcelo Brozovic,INT,SERI,M,31,2566,10,1,1,1,0,122,25,48,28,2179,2427,10,6,23,0,17,26
Davy Propper,BHA,EPL,M,30,2551,2,0,0,1,0,16,2,19,18,971,1213,2,2,29,0,30,33
Darko Lazovic,GEN,SERI,M,33,2547,2,0,0,4,0,125,30,46,14,591,795,19,4,36,0,84,28
Jorge Miramon,HUE,LIGA,M/D,30,2496,5,0,0,0,1,81,24,26,13,738,983,24,2,34,0,18,54
Matteo Politano,INT,SERI,M,35,2476,4,0,1,5,0,209,54,58,43,935,1168,25,8,46,1,88,8
Solomon March,BHA,EPL,M,35,2474,1,0,0,5,0,152,45,41,30,534,756,25,8,49,1,52,26
Mike Frantz,FBG,BUND,M,32,2302,2,0,0,1,0,45,12,16,36,477,612,11,3,7,1,36,30
Abdoulaye Toure,NTE,FRAN,M,33,2660,4,0,1,1,0,23,6,24,46,1048,1303,6,3,38,1,19,23
Niklas Sule,BAY,BUND,D,31,2652,3,0,0,0,0,0,0,6,6,2379,2561,0,0,3,0,23,82
Ivan Rakitic,BAR,LIGA,M,34,2643,5,1,1,5,1,24,5,16,53,2318,2535,5,3,18,0,30,26
Ivan Perisic,INT,SERI,F/M,33,2632,4,0,0,3,1,196,46,57,11,812,1092,35,12,21,0,202,46
Ramiro Funes Mori,VIL,LIGA,D,31,2628,15,0,0,1,0,6,1,6,22,982,1212,1,0,7,0,29,145
Kwado Asamoah,INT,SERI,M/D,31,2626,6,0,0,1,0,69,17,28,68,1674,1887,17,1,40,0,20,38
Steven N'Zonzi,ROM,SERI,M,30,2619,7,0,0,2,0,10,1,24,15,1481,1688,1,4,13,0,33,51
Salif Sane,SKE,BUND,D,30,2613,4,0,0,0,0,6,4,6,33,1274,1531,4,0,14,0,29,143
Mattia Bani,CHV,SERI,D,30,2612,7,1,1,0,0,5,1,4,34,998,1235,1,2,1,0,22,158
Kurt Zouma,EVE,EPL,D,32,2612,3,1,1,2,0,2,0,6,15,1206,1442,0,0,7,0,40,120
Makoto Hasebe,EF,BUND,M,29,2610,4,0,0,0,0,2,1,7,30,1256,1475,1,2,5,0,0,98
Jonathan Schmid,AUG,BUND,M,29,2610,1,0,0,7,0,124,40,48,22,863,1057,15,2,16,0,18,62
John Brooks,WOL,BUND,D,29,2610,7,0,0,2,0,0,0,4,12,1494,1739,0,1,4,0,35,132
Edoardo Goldaniga,FRO,SERI,D,29,2610,6,0,0,1,0,21,4,7,36,751,998,4,1,7,0,22,114
Benjamin Pavard,SGT,BUND,D,29,2606,3,0,0,0,0,17,7,11,14,1221,1444,7,1,7,0,24,187
Marquinhos,PSG,FRAN,D,29,2604,2,0,1,1,0,1,0,9,10,2005,2175,0,2,6,0,28,77
Victor Lindelof,MUN,EPL,D,30,2602,1,0,0,1,0,1,0,5,15,1329,1490,0,4,8,0,14,118
Denis Odoi,FUL,EPL,D,31,2594,4,0,0,1,0,13,4,11,31,1094,1332,4,1,16,0,16,144
Niko Giesselmann,DUS,BUND,D,30,2593,2,0,0,3,0,77,17,26,35,803,1079,12,6,11,1,31,65
Luke Shaw,MUN,EPL,D,29,2592,11,0,0,4,0,52,14,33,17,1381,1659,7,7,27,0,48,79
Koke,ATL,LIGA,M,30,2587,8,1,1,4,0,118,30,61,38,1673,1941,4,6,13,1,30,32
Calum Chambers,FUL,EPL,M/D,31,2586,9,0,0,0,0,14,0,16,4,1173,1484,0,1,22,0,39,107
Ibrahima Sissoko,STR,FRAN,M,31,2579,8,0,0,2,0,17,6,21,27,957,1187,6,4,32,0,46,35
Prince Gouano,AMN,FRAN,D,29,2576,2,0,0,0,0,2,0,3,39,867,1052,0,0,1,0,13,122
Abdoulaye Bamba,ANG,FRAN,D,30,2574,6,0,0,4,0,70,13,16,22,713,916,13,4,16,0,17,71
Soualiho Meite,TOR,SERI,M,34,2572,7,0,1,3,0,14,7,32,52,895,1095,7,1,51,0,46,21
James Tomkins,CRY,EPL,D,29,2562,6,0,0,1,0,1,0,7,12,922,1111,0,2,1,0,51,181
Seamus Coleman,EVE,EPL,D,29,2560,1,0,0,2,0,81,17,23,20,932,1194,17,6,21,0,53,74
Igor Zubeldia,RSO,LIGA,M,33,2551,7,0,0,1,0,2,1,8,13,1030,1200,1,2,37,0,5,57
Nico Schulz,HOF,BUND,M,30,2542,6,0,0,5,0,129,33,61,22,923,1184,33,15,52,1,100,30
Kaan Ayhan,DUS,BUND,D,29,2541,10,0,0,1,0,5,2,6,17,1343,1520,2,1,12,0,23,122
Matija Nastasic,SKE,BUND,D,29,2540,6,0,1,0,0,0,0,5,6,1089,1316,0,0,1,0,25,116
Florian Thauvin,MAR,FRAN,M,32,2533,5,0,1,8,1,121,32,47,47,807,1053,13,7,56,1,159,3
David Alaba,BAY,BUND,D,31,2533,4,0,0,3,0,115,22,28,11,1507,1763,21,6,29,0,64,30
Oscar Arnaiz Rodriguez,LGN,LIGA,M,31,2515,5,0,0,3,0,137,40,48,27,716,950,11,7,35,1,61,13
Jefferson Lerma,BOU,EPL,M,30,2510,12,0,0,0,0,4,2,15,51,1299,1561,2,2,20,1,17,84
Granit Xhaka,ARS,EPL,M,29,2501,10,0,0,2,0,129,31,40,52,1916,2245,9,5,7,0,9,54
Dale Stephens,BHA,EPL,M,30,2487,6,0,1,1,0,2,1,18,10,1132,1353,1,0,6,0,12,46
Federico Barba,CHV,SERI,D,30,2485,5,1,2,0,0,26,5,12,11,905,1123,5,3,3,0,12,119
Romain Amalfitano,DIJ,FRAN,M,31,2483,3,0,1,0,0,25,7,14,29,805,1022,7,1,27,0,14,34
Dani Garcia,ATH,LIGA,M,29,2482,13,0,0,0,0,5,0,4,26,1156,1396,0,0,3,0,0,47
Joao Pedro,CAG,SERI,M,33,2479,4,1,1,2,0,54,17,32,53,533,709,4,3,19,0,103,13
Karol Linetty,SMP,SERI,M,31,2428,11,0,0,3,0,15,4,29,49,1007,1202,4,5,18,0,48,13
Blaise Matuidi,JUV,SERI,M,31,2427,5,0,0,2,0,34,4,23,25,1076,1229,4,3,20,0,58,17
Sergej Milinkovic-Savic,LAZ,SERI,M,31,2405,7,0,1,3,0,35,4,48,33,1116,1400,4,5,34,0,104,46
Matthieu Dossevi,TOU,FRAN,M,34,2404,0,0,0,2,1,183,48,58,45,519,687,26,4,37,0,83,5
Jonathan Hogg,HUD,EPL,M,29,2375,8,0,1,1,0,6,2,16,35,1288,1546,2,1,10,0,12,17
Diogo Jota,WLV,EPL,F/M,33,2368,11,0,0,5,0,36,7,27,55,563,745,7,10,57,0,133,11
Lorenzo De Silvestri,TOR,SERI,D,31,2336,3,0,0,4,0,109,29,28,19,557,824,29,2,4,0,66,63
Gelson Fernandes,EF,BUND,M,29,2324,10,1,1,0,0,1,0,4,6,724,868,0,0,6,0,8,16
Mark Noble,WHU,EPL,M,31,2308,6,0,1,5,1,23,5,21,38,1286,1507,5,2,14,0,23,12
David Brooks,BOU,EPL,M,30,2276,3,0,0,5,1,33,8,30,46,625,855,5,9,25,0,93,23
Memphis Depay,LYO,FRAN,F/M,35,2644,5,0,0,9,0,193,71,107,32,963,1202,21,13,58,0,133,1
Allan,NAP,SERI,M,33,2613,10,0,0,3,1,14,4,34,62,1958,2186,4,6,41,0,31,25
Rogerio,SAS,SERI,D,32,2580,8,0,1,2,0,108,15,19,25,1080,1301,15,5,18,0,32,82
Clement Grenier,REN,FRAN,M,32,2577,6,0,0,5,0,116,28,53,25,1349,1642,7,7,23,0,22,33
Ashley Young,MUN,EPL,M/D,30,2569,8,1,1,2,1,197,42,39,32,1067,1376,14,6,17,0,20,58
Jeremy Sorbon,GUI,FRAN,D,32,2554,2,0,0,0,0,0,0,4,25,818,973,0,0,5,0,16,99
Ismael Traore,ANG,FRAN,D,29,2546,2,0,1,1,0,2,1,4,5,911,1067,1,0,5,1,20,113
Denis Bouanga,NIM,FRAN,M,34,2546,5,0,0,2,0,45,14,28,26,395,570,13,4,48,0,135,11
Frederic Veseli,EMP,SERI,M/D,31,2537,4,0,0,0,0,21,9,6,9,1037,1200,5,0,5,0,10,91
Maxime Poundje,BDX,FRAN,D,30,2536,4,0,0,2,0,107,24,30,21,863,1077,24,0,15,0,9,65
Ximo Navarro,ALA,LIGA,D,31,2533,7,0,0,2,1,43,14,10,37,651,823,14,1,15,0,16,129
Mateo Musacchio,MIL,SERI,D,28,2520,2,0,0,0,0,1,1,8,17,1542,1711,1,1,3,1,20,106
Pavel Kaderabek,HOF,BUND,D,29,2509,7,0,0,4,1,98,31,43,18,838,1099,31,9,8,0,64,62
Diego Godin,ATL,LIGA,D,30,2507,7,0,0,1,0,0,0,3,24,843,1047,0,1,10,0,32,134
Benjamin Andre,REN,FRAN,M,30,2497,7,1,1,1,1,13,1,19,48,1171,1478,1,0,21,1,49,49
Danilo D'Ambrosio,INT,SERI,D,29,2491,5,0,0,5,0,57,21,34,36,1347,1594,21,11,13,0,54,31
Pablo Fornals,VIL,LIGA,M,35,2483,4,0,0,3,0,36,7,45,43,883,1130,3,10,38,0,73,16
Souleymane Bamba,CC,EPL,D,28,2475,7,0,0,1,0,1,0,4,12,380,549,0,0,13,0,27,176
Sergio Ramos,RMD,LIGA,D,28,2474,5,1,1,1,1,2,0,8,35,1765,1917,0,1,3,0,43,85
DeAndre Yedlin,NEW,EPL,D,29,2474,6,0,1,2,0,77,18,28,13,524,732,18,1,8,0,22,71
Jasmin Kurtic,SPL,SERI,M,29,2471,9,0,0,5,1,142,35,36,54,1001,1169,10,3,24,0,52,49
Thiago Cionek,SPL,SERI,D,30,2470,11,0,2,2,0,18,7,15,36,1147,1419,7,2,4,1,24,127
Jerome Roussillon,WOL,BUND,D,28,2466,4,0,0,4,1,108,32,31,40,793,1025,32,4,49,0,42,41
Yannick Gerhardt,WOL,BUND,M,30,2462,2,0,0,2,1,51,10,25,41,745,958,10,6,9,1,64,33
Ruben Aguilar,MTP,FRAN,D,28,2441,8,0,0,4,0,112,30,43,38,992,1194,30,2,36,0,34,44
Nemanja Matic,MUN,EPL,M,28,2440,6,1,1,0,0,9,2,13,20,1596,1836,2,0,17,0,30,52
Benjamin Bourigeaud,REN,FRAN,M,34,2435,5,0,0,5,0,120,28,33,14,866,1085,10,3,10,0,37,24
Oscar de Marcos,ATH,LIGA,M/D,30,2426,4,1,2,2,0,78,21,28,11,793,1029,21,8,10,0,53,47
David Silva,MCI,EPL,M,33,2409,3,0,0,8,4,75,19,73,25,1770,2015,7,16,31,0,212,13
Kevin Vogt,HOF,BUND,M,28,2394,5,0,0,0,0,2,1,6,11,1652,1850,1,0,3,0,7,101
Alex Sandro,JUV,SERI,D,31,2391,7,0,0,2,0,118,18,36,49,1338,1582,18,2,28,0,49,59
Mexer,REN,FRAN,D,28,2382,3,0,0,0,0,0,0,3,9,1092,1227,0,0,11,0,13,122
Marco Benassi,FIO,SERI,M,31,2205,6,0,1,1,0,31,10,32,21,577,754,10,2,16,0,72,26
Michel,REV,LIGA,M,35,2551,9,0,0,2,0,136,33,54,22,1359,1604,6,7,21,0,12,25
Stanislav Lobotka,CEL,LIGA,M,31,2493,1,0,0,1,0,9,2,18,48,1253,1404,2,0,31,0,12,17
Marco Parolo,LAZ,SERI,M,33,2472,7,0,0,2,0,45,10,30,15,762,980,10,8,3,0,94,44
Ruben Perez,LGN,LIGA,M,31,2471,7,0,1,0,0,4,1,14,40,1080,1347,1,2,11,0,1,32
Trent Alexander-Arnold,LIV,EPL,D,29,2466,3,0,0,12,2,201,58,48,7,1315,1697,32,11,14,0,40,62
Carlos Soler,VAL,LIGA,M,31,2466,9,0,0,6,1,67,15,34,50,717,902,12,8,22,1,70,32
Leonardo Bonucci,JUV,SERI,D,28,2446,2,0,0,0,0,5,2,8,23,1394,1608,2,1,2,0,18,78
Kenneth Omeruo,LGN,LIGA,D,28,2434,7,0,0,0,0,2,1,2,11,773,963,1,0,8,0,6,156
Ibrahima Konate,RBL,BUND,D,28,2431,7,0,0,1,0,2,1,6,25,788,1037,1,0,22,0,23,121
Marcin Kaminski,DUS,BUND,D,27,2430,1,0,0,1,0,2,2,7,8,977,1164,2,1,1,0,18,103
Stefan de Vrij,INT,SERI,D,27,2430,2,0,0,0,0,2,0,5,9,1499,1637,0,0,4,0,24,90
Santiago Ascacibar,SGT,BUND,M,27,2428,10,0,1,0,0,10,2,13,33,881,1092,2,0,13,0,22,29
Mamadou Sakho,CRY,EPL,D,27,2417,2,0,0,0,0,0,0,6,13,1170,1321,0,0,9,0,11,131
Marcel Halstenberg,RBL,BUND,D,28,2414,2,0,0,6,1,149,44,55,21,850,1144,9,15,29,0,42,53
Boubacar Kamara,MAR,FRAN,D,31,2410,6,0,0,0,0,6,2,7,30,1195,1384,2,1,9,0,16,90
Lucas Lima,NTE,FRAN,D,30,2405,6,0,0,4,0,211,51,45,30,867,1180,27,8,22,0,31,52
Giovani Lo Celso,BET,LIGA,M,32,2400,5,0,0,4,3,15,4,27,67,1182,1424,2,7,62,1,114,8
Mateo Pavlovic,ANG,FRAN,D,29,2400,7,0,1,1,0,0,0,6,8,786,915,0,0,1,0,25,154
Adrien Thomasson,STR,FRAN,M,33,2396,4,1,1,8,1,62,20,41,39,844,1077,13,5,21,0,69,7
Romain Thomas,ANG,FRAN,D,28,2395,4,0,0,1,0,0,0,9,17,1030,1210,0,1,0,1,24,129
Florian Grillitsch,HOF,BUND,M,30,2394,8,0,0,3,1,14,5,27,47,1290,1545,5,5,23,0,19,51
Jose Holebas,WAT,EPL,M/D,28,2394,12,0,1,6,0,209,42,38,14,571,834,10,8,22,0,24,80
Luis Advincula,RV,LIGA,D,28,2391,2,2,2,3,0,54,15,17,46,772,939,15,6,39,2,28,55
Fernandinho,MCI,EPL,M,29,2381,5,0,0,3,1,4,0,22,26,1793,2050,0,4,19,0,24,69
Matthias Ginter,BM,BUND,D,27,2380,2,0,0,0,0,9,2,9,15,1524,1763,2,1,1,0,43,97
Abdou Diallo,DOR,BUND,D,28,2380,1,0,1,1,0,24,9,11,12,1617,1817,9,0,40,0,16,86
Raul Garcia,ATH,LIGA,M,33,2379,13,0,0,3,0,28,3,26,60,497,892,3,5,12,0,113,37
Felipe,SPL,SERI,D,30,2363,13,0,0,2,0,10,2,8,13,1065,1229,2,1,6,0,24,86
Wylan Cyprien,NIC,FRAN,M,29,2363,1,1,1,2,0,131,35,62,48,1643,1878,0,5,19,0,17,15
Didac  Rossello Vila,ESP,LIGA,D,27,2358,10,0,0,2,0,77,12,20,29,813,1111,12,5,8,0,59,81
Papakouli Diop,EIB,LIGA,M,28,2356,11,0,0,1,0,11,2,10,46,826,1129,2,1,17,0,36,25
Brais Mendez,CEL,LIGA,M,31,2351,5,0,0,7,1,108,28,45,64,874,1113,6,6,19,1,73,20
Joe Bryan,FUL,EPL,D,28,2347,5,0,0,1,1,115,22,24,28,716,951,16,8,14,0,36,70
Tomas Pina,ALA,LIGA,M,28,2343,13,0,0,0,1,7,1,22,51,873,1054,1,1,10,0,28,39
Andres Guardado,BET,LIGA,M,31,2338,8,0,0,4,0,49,9,31,38,1415,1592,6,8,23,0,26,24
Moussa Sissoko,TOT,EPL,M,29,2337,2,0,0,3,1,27,4,25,19,1169,1347,4,4,36,0,41,21
Konstantinos Manolas,ROM,SERI,D,27,2327,6,0,0,1,0,1,0,3,20,912,1039,0,1,3,0,18,117
Marco Reus,DOR,BUND,F/M,27,2322,3,0,1,8,0,39,12,38,31,829,1014,2,11,25,0,150,32
Casemiro,RMD,LIGA,M,29,2316,5,1,1,0,0,8,2,14,49,1424,1618,2,1,17,1,35,52
Miralem Pjanic,JUV,SERI,M,31,2288,5,1,1,6,1,123,36,72,21,1782,1938,4,7,11,0,18,18
Thomas Delaney,DOR,BUND,M,30,2288,7,0,0,5,0,9,2,15,25,1376,1609,2,5,10,0,45,43
Aron Gunnarsson,CC,EPL,M,28,2275,5,0,0,1,0,12,2,16,30,536,749,2,2,11,0,24,54
Jean Michael Seri,FUL,EPL,M,32,2250,6,0,0,2,1,108,39,57,23,1385,1592,10,7,16,0,11,13
Angel Di Maria,PSG,FRAN,M,29,2249,2,0,0,11,1,138,26,53,19,968,1221,9,12,38,1,142,4
Stefan Radu,LAZ,SERI,D,27,2171,5,0,0,1,0,31,11,9,21,1032,1207,11,2,7,0,16,76
Ferland Mendy,LYO,FRAN,D,29,2439,2,0,0,1,0,80,15,39,43,1335,1582,15,2,55,0,55,36
Thiago Alcantara,BAY,BUND,M,30,2408,5,0,0,6,1,69,16,39,34,2302,2507,1,6,57,0,30,17
Alex Granell,GIR,LIGA,M,32,2392,5,0,0,4,0,173,55,51,48,994,1306,24,11,21,0,12,31
William Carvalho,BET,LIGA,M,30,2386,7,0,0,5,0,3,0,18,35,1695,1904,0,3,43,0,13,30
Bryan Cristante,ROM,SERI,M,34,2385,10,0,0,3,0,26,5,26,15,1046,1275,5,2,28,0,42,45
Vitor Hugo,FIO,SERI,D,29,2379,7,0,1,2,0,1,0,7,18,1041,1205,0,1,2,0,24,135
Fabio Depaoli,CHV,SERI,M/D,32,2378,9,2,2,4,0,103,25,32,21,608,833,25,7,14,0,24,68
Ibrahim Sangare,TOU,FRAN,M,27,2376,7,0,0,3,0,11,1,17,39,1152,1447,1,3,49,0,26,46
Morgan Sanson,MAR,FRAN,M,32,2370,8,0,0,3,2,49,14,23,50,1060,1280,14,5,33,0,34,7
Wendell,LEV,BUND,D,29,2368,5,0,0,2,0,36,9,16,13,1546,1793,9,3,7,0,18,58
Marc  Sasaeta Cucurella,EIB,LIGA,D,31,2356,6,0,0,2,2,72,15,31,16,668,848,15,5,17,0,79,17
Daniel Wass,VAL,LIGA,M,32,2355,4,0,0,3,0,72,16,31,42,896,1148,11,7,9,1,42,42
Marcel Sabitzer,RBL,BUND,M,30,2351,9,0,0,3,0,64,13,36,30,780,1106,13,8,15,0,87,29
Gerson,FIO,SERI,M,35,2345,7,0,0,3,0,16,4,37,81,870,1060,4,4,27,0,60,26
Prince Oniangue,CAE,FRAN,M,31,2343,3,0,0,0,0,6,2,5,27,821,981,2,1,2,0,28,40
Felix Eboa Eboa,GUI,FRAN,D,26,2337,5,0,0,0,0,12,2,5,17,687,890,2,0,8,0,24,127
Cheikh N'Doye,ANG,FRAN,M,27,2335,4,0,0,3,1,12,4,17,25,520,850,4,2,5,0,63,58
Jason,LEV,LIGA,M,30,2331,10,0,0,5,0,68,13,30,51,449,650,11,8,29,0,34,25
Daniele Baselli,TOR,SERI,M,33,2298,5,0,0,0,1,78,25,42,33,871,1096,7,5,22,0,41,24
Tobias Strobl,BM,BUND,D,29,2295,4,0,0,4,0,0,0,17,24,1339,1489,0,4,4,0,14,31
Ryan Sessegnon,FUL,EPL,M,35,2294,0,0,0,6,0,66,13,33,22,504,687,3,6,32,0,94,38
Ludovic Blas,GUI,FRAN,M,33,2290,5,0,0,6,0,19,3,20,35,651,850,3,4,51,0,53,8
Franco Vazquez,SEV,LIGA,F/M,34,2287,8,0,1,4,1,25,8,29,71,847,1068,8,8,44,0,61,25
Kieran Trippier,TOT,EPL,M/D,27,2278,2,0,0,3,1,185,54,49,24,1218,1544,35,8,7,0,25,61
Erick Pulgar,BGN,SERI,M,27,2272,6,0,1,2,1,129,33,58,33,1184,1410,4,2,12,0,11,47
Xeka,LIL,FRAN,M,27,2264,10,0,0,0,0,25,6,12,28,991,1209,1,0,8,0,18,28
Cristian Romero,GEN,SERI,D,26,2249,10,1,2,2,0,0,0,3,20,603,751,0,1,14,1,30,112
Toni Kroos,RMD,LIGA,M,28,2227,2,0,0,4,0,136,41,64,55,1932,2072,3,6,14,0,15,12
Marco Capuano,FRO,SERI,D,26,2222,5,1,1,0,0,2,1,5,10,915,1102,1,0,1,0,11,97
Aleksandr Golovin,MON,FRAN,M,29,2210,6,0,1,3,0,64,13,25,38,807,980,9,3,27,0,65,5
Daniel Brosinski,MAI,BUND,D,26,2205,2,0,0,5,1,119,35,40,13,698,940,24,6,6,0,18,49
Okay,CEL,LIGA,M,30,2203,10,0,0,0,0,2,1,11,34,1194,1387,1,1,28,0,24,50
Neven Subotic,ETI,FRAN,D,26,2152,2,0,1,0,0,3,0,7,4,956,1138,0,0,3,0,18,105
Willian,CHE,EPL,M,32,2108,2,0,0,6,2,169,39,79,31,1054,1230,9,10,38,1,102,11
Alex Pritchard,HUD,EPL,M,30,2089,2,0,0,0,1,78,17,32,51,671,896,7,2,29,0,72,7
Gerard Deulofeu,WAT,EPL,M,30,2079,3,0,0,5,0,62,5,30,13,557,719,3,9,47,0,147,3
Sven Bender,LEV,BUND,M,28,2052,3,0,0,0,0,0,0,3,12,1576,1735,0,0,5,0,18,97
Luiz Gustavo,MAR,FRAN,M,29,2342,8,0,0,0,1,7,3,8,38,1239,1394,3,1,14,0,28,50
Obite Evan N'Dicka,EF,BUND,D,28,2339,3,0,0,1,0,2,1,4,7,877,1107,1,0,6,0,20,114
Aaron Mooy,HUD,EPL,M,29,2327,4,0,0,1,0,138,40,43,12,1026,1277,8,4,22,0,32,21
Manu Garcia,ALA,LIGA,M,34,2325,6,0,0,1,0,16,2,12,53,693,933,2,0,13,0,41,62
Pierre Lees-Melou,NIC,FRAN,M,29,2303,5,0,1,1,0,36,15,30,32,1147,1341,4,3,14,0,41,31
Hiroki Sakai,MAR,FRAN,D,26,2283,3,0,0,4,0,31,7,25,25,923,1126,7,4,12,0,27,66
Maxime Le Marchand,FUL,EPL,D,26,2252,5,0,0,1,0,17,4,9,7,1154,1386,4,1,10,0,18,122
Stefan Bell,MAI,BUND,D,25,2250,7,0,0,0,0,11,2,21,14,958,1201,2,1,14,0,28,120
Francesco Vicari,SPL,SERI,D,27,2249,6,0,0,1,0,2,0,2,10,846,958,0,1,0,0,11,137
Gianluca Mancini,ATA,SERI,D,29,2249,5,0,0,2,0,3,2,12,14,1082,1309,2,3,11,0,58,69
Bouna Sarr,MAR,FRAN,M/D,29,2244,3,1,1,1,1,107,24,30,32,925,1086,23,2,55,0,30,48
