Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,INT,BLK,TKLW,ACRO,BR,DR,DW
Dmytro Chygrynskiy,AEK,UCL,D,5,450,5,0,0,1,0,0,8,5,8,0,31,0,18
Jerome Boateng,BAY,UCL,D,5,450,5,0,0,0,0,0,10,3,5,0,31,0,14
Daniel Parejo,VAL,UCL,M,5,450,5,0,0,2,0,0,2,0,4,1,31,6,22
Lukasz Piszczek,DOR,UCL,D,5,450,5,0,0,0,0,0,10,2,8,3,25,1,22
Gabriel Paulista,VAL,UCL,D,5,450,5,0,0,1,0,0,9,5,7,0,31,0,22
Milan Rodic,RSB,UCL,D,5,450,5,0,0,0,0,0,6,4,4,2,17,0,18
Daniel Schwaab,PSV,UCL,D,5,450,5,0,0,1,0,0,10,6,4,0,31,0,16
Jemerson,MON,UCL,D,5,450,5,0,0,1,0,0,6,0,4,0,26,0,12
Brandon Mechele,CB,UCL,D,5,450,5,0,0,0,0,0,6,6,2,0,18,0,19
Manuel Akanji,DOR,UCL,D,5,450,5,0,0,1,0,0,9,1,7,1,28,2,25
Nacho,RMD,UCL,D,5,449,5,0,0,1,1,1,12,2,8,0,21,1,27
Alessandro Deiola,CAG,SERI,M,10,448,5,5,3,2,0,0,6,0,3,0,23,0,14
Serge Gnabry,BAY,UCL,M,7,447,5,2,4,1,0,0,6,2,8,1,30,8,26
"St&eacute;phane Mbia",TOU,FRAN,M/D,5,447,5,0,1,1,0,0,7,4,0,0,20,1,20
Matteo Darmian,MUN,EPL,D,6,444,5,1,1,0,0,0,7,0,8,1,24,1,22
Nico Schulz,HOF,UCL,M,5,444,5,0,1,0,0,0,6,1,6,5,20,4,19
Stefan de Vrij,INT,UCL,D,5,442,5,0,1,1,0,0,7,6,3,0,21,0,16
Yuto Nagatomo,GAL,UCL,D,5,441,5,0,1,1,0,0,5,1,3,2,18,5,20
Danny Rose,TOT,UCL,D,7,438,5,2,3,3,0,0,6,3,6,1,36,10,39
Mario Gotze,DOR,UCL,F/M,6,437,5,1,1,0,0,0,2,0,6,0,19,6,27
Taison,DON,UCL,F/M,5,437,5,0,1,0,0,0,2,1,6,0,24,10,34
Felix Klaus,WOL,BUND,M,15,437,5,10,5,0,0,0,4,0,7,1,20,3,30
Cengiz Under,ROM,UCL,F/M,6,437,5,1,2,0,0,0,3,0,2,4,20,11,21
Nikola Maksimovic,NAP,UCL,D,5,436,5,0,1,1,0,0,5,2,2,1,27,3,29
Kamil Glik,MON,UCL,D,5,436,5,0,1,0,0,0,7,1,6,0,22,1,26
Ljubomir Fejsa,BEN,UCL,M,5,436,5,0,1,2,0,0,6,2,14,0,33,1,26
Petros Mantalos,AEK,UCL,M,6,436,5,1,3,1,0,0,4,1,4,2,21,8,25
Solomon Kverkvelia,LMO,UCL,D,5,436,5,0,0,1,0,1,9,4,9,0,17,0,21
Serge Aurier,TOT,UCL,M/D,5,435,5,0,1,1,0,0,9,1,6,4,23,7,28
Nenad Krsticic,RSB,UCL,M,5,433,5,0,1,3,0,0,16,0,6,0,22,1,12
Rodrigo Ely,ALA,LIGA,D,5,431,5,0,1,1,0,0,7,7,5,0,21,0,36
Benjamin Stambouli,SKE,UCL,M,5,431,5,0,1,2,0,0,11,1,13,0,36,2,34
Pedro Leon,EIB,LIGA,M,9,426,5,4,4,0,0,0,4,0,4,5,22,1,25
Badou Ndiaye,GAL,UCL,M,5,425,5,0,1,0,1,1,2,2,10,0,37,11,36
Roman Prochazka,VPL,UCL,M,5,425,5,0,1,0,0,0,6,4,1,0,20,0,19
John Stones,MCI,UCL,D,6,421,5,1,2,0,0,0,7,3,3,0,27,2,22
Sergio Ramos,RMD,UCL,D,5,419,5,0,1,3,0,0,13,1,8,0,42,0,24
Dani Carvajal,RMD,UCL,D,6,419,5,1,1,1,0,0,8,3,6,1,29,5,19
Filip Stojkovic,RSB,UCL,D,5,419,5,0,1,3,0,0,13,5,6,4,27,2,20
Marko Marin,RSB,UCL,M,5,417,5,0,3,1,0,0,4,0,4,0,28,8,21
Florian Grillitsch,HOF,UCL,M,6,415,5,1,2,3,0,0,11,1,5,0,26,8,32
Amin Younes,NAP,SERI,F/M,11,414,5,6,5,1,0,0,1,0,2,0,14,17,38
Thomas Lemar,ATL,UCL,M,7,410,5,2,3,1,0,0,3,1,4,1,19,10,28
Stef Peeters,CAE,FRAN,M,7,409,5,2,4,0,0,0,6,0,8,1,27,1,19
Geoffrey Kondogbia,VAL,UCL,M,5,409,5,0,3,2,0,0,13,3,10,0,35,3,31
Rajiv van La Parra,HUD,EPL,M,5,407,5,0,2,0,0,0,4,0,5,0,33,7,30
Ruben Dias,BEN,UCL,D,5,405,5,0,0,1,1,1,8,3,6,0,24,2,23
Theo Pellenard,ANG,FRAN,D,5,405,5,0,1,0,0,0,5,1,6,3,21,8,29
Steve von Bergen,YBO,UCL,D,5,405,5,0,1,1,0,0,10,3,7,0,19,0,12
Martin Linnes,GAL,UCL,D,5,404,5,0,2,2,0,0,1,2,10,0,34,5,26
Nicolas Otamendi,MCI,UCL,D,5,402,5,0,1,2,1,1,6,3,4,0,16,0,33
Emil Hallfredsson,FRO,SERI,M,6,393,5,1,2,2,0,0,2,1,6,0,30,1,15
Gaston Pereiro,PSV,UCL,M,6,393,5,1,4,0,0,0,1,1,3,1,11,4,12
Gaku Shibasaki,GET,LIGA,M,7,389,5,2,3,0,0,0,3,0,3,2,32,4,18
Lucas Vazquez,RMD,UCL,M,6,386,5,1,2,1,0,0,1,0,10,5,17,3,25
Christian Fassnacht,YBO,UCL,F/M,6,386,5,1,5,0,0,0,6,0,4,1,15,1,16
Jason Puncheon,HUD,EPL,M,6,383,5,1,2,1,0,0,4,1,4,0,21,5,20
Mohamed Elneny,ARS,EPL,M,8,379,5,3,4,0,0,0,2,4,4,1,26,1,16
Brahim Diaz,RMD,LIGA,F/M,9,378,5,4,5,0,0,0,0,0,8,0,13,17,41
Takashi Inui,BET,LIGA,M,8,377,5,3,4,0,0,0,1,0,3,2,15,7,23
Leighton Baines,EVE,EPL,D,6,376,5,1,2,0,0,0,2,0,6,1,15,0,11
Florian Kainz,BRE,BUND,M,8,375,5,3,5,2,0,0,3,1,6,2,26,4,26
Uche Agbo,RV,LIGA,M,6,372,5,1,2,2,0,0,6,1,4,0,22,3,21
Hamza Mendyl,SKE,UCL,D,6,367,5,1,2,0,0,0,9,1,4,2,16,2,14
Jose Maria Gimenez,ATL,UCL,D,5,360,5,0,2,3,0,0,7,3,3,0,15,1,20
Romain Genevois,CAE,FRAN,D,6,358,5,1,2,0,0,0,8,0,6,0,16,0,13
Pere Milla,EIB,LIGA,M,5,344,5,0,4,0,0,0,2,1,6,3,21,2,21
Federico Viviani,FRO,SERI,M,5,341,5,0,3,1,0,0,8,3,5,1,26,3,17
Pizzi,BEN,UCL,F/M,6,322,5,1,5,0,0,0,2,0,2,3,22,6,14
Naldo,MON,FRAN,D,7,304,5,2,2,0,0,2,5,2,3,0,12,0,19
Daniele Verde,REV,LIGA,F/M,22,641,4,18,2,1,0,0,7,0,3,4,32,9,27
Renato Sanches,BAY,BUND,M,17,566,4,13,2,1,1,1,4,0,5,3,35,17,36
Yeni N'Gbakoto,GUI,FRAN,F/M,15,559,4,11,3,0,0,0,5,0,4,3,23,2,31
Leandro Bacuna,CC,EPL,M/D,11,554,4,7,0,2,0,0,15,2,10,1,39,5,30
Mattia Sprocati,PAR,SERI,F/M,15,548,4,11,2,0,0,0,7,0,3,1,29,3,34
Victor Wanyama,TOT,EPL,M,13,513,4,9,2,2,0,0,7,3,13,1,39,6,39
Aymen Barkok,DUS,BUND,D,12,507,4,8,3,0,0,0,4,1,6,3,42,7,32
Andrea Conti,MIL,SERI,D,11,485,4,7,3,3,0,0,14,0,5,6,21,5,28
Wilfried Kanga,ANG,FRAN,F/M,17,476,4,13,3,3,0,0,0,0,0,1,7,4,20
Guessouma Fofana,GUI,FRAN,M,10,475,4,6,2,2,0,0,5,0,9,1,24,1,27
Tom Cleverley,WAT,EPL,M,13,471,4,9,1,2,0,0,5,0,9,1,37,1,26
Havard Nordtveit,HOF,BUND,M/D,8,468,4,4,1,2,0,0,4,5,7,0,26,5,24
Samuel Grandsir,MON,FRAN,M,12,465,4,8,3,1,0,1,1,0,7,5,38,13,30
Pedro Lopez,LEV,LIGA,D,8,463,4,4,2,1,0,0,8,3,3,4,26,5,26
Peru Nolaskoain,ATH,LIGA,M,8,463,4,4,0,2,0,1,10,6,8,0,26,2,28
Darwin Machis,UDN,SERI,F/M,13,457,4,9,3,2,0,0,2,0,6,3,24,13,36
Jean-Kevin Augustin,RBL,BUND,M,17,451,4,13,3,0,0,0,3,0,0,1,16,9,28
Mathieu Flamini,GET,LIGA,M,10,449,4,6,2,5,0,0,5,1,4,0,28,0,30
Pele,MON,FRAN,M,8,449,4,4,2,0,1,1,3,1,7,0,30,8,30
Joris Gnagnon,SEV,LIGA,D,7,444,4,3,1,2,0,0,10,2,8,0,30,3,39
Sebastian Cristoforo,GET,LIGA,M,15,442,4,11,2,3,0,0,8,0,8,0,27,3,43
Ihsan Sacko,NIC,FRAN,M,13,436,4,9,2,0,0,1,2,0,2,1,17,3,20
Nabil Bentaleb,SKE,UCL,M,6,422,4,2,0,0,0,0,5,2,8,0,31,6,31
Carles Planas,GIR,LIGA,D,7,418,4,3,2,3,0,0,4,0,6,3,25,1,21
Thomas Fontaine,REI,FRAN,D,7,417,4,3,0,1,0,0,7,2,3,0,19,1,20
Stefan Johansen,FUL,EPL,M,12,411,4,8,3,4,0,0,3,0,3,1,35,2,18
Mason Holgate,EVE,EPL,D,5,407,4,1,0,1,0,0,3,2,4,0,21,2,28
Filipe Luis,ATL,UCL,D,5,405,4,1,0,2,0,0,16,0,10,4,27,3,26
Sandro Lauper,YBO,UCL,D,5,405,4,1,0,1,0,0,11,4,10,0,26,3,20
Jack Simpson,BOU,EPL,D,6,403,4,2,2,0,0,0,9,4,5,0,27,0,24
Francisco Montero,ATL,LIGA,D,9,401,4,5,2,2,0,0,5,4,4,0,13,0,10
Leroy Sane,MCI,UCL,M,8,395,4,4,1,0,0,0,2,1,5,1,27,19,32
Lorenzo Pellegrini,ROM,UCL,M,6,394,4,2,5,1,0,0,5,0,4,3,22,6,25
Marvelous Nakamba,CB,UCL,M/D,5,394,4,1,0,1,0,0,15,0,8,1,32,2,32
Anton Miranchuk,LMO,UCL,M,6,391,4,2,1,0,0,0,2,0,4,0,32,9,28
Callum Hudson-Odoi,CHE,EPL,M,10,391,4,6,4,0,0,0,3,0,6,6,27,12,28
Carlos Soler,VAL,UCL,M,6,390,4,2,0,2,0,0,1,1,11,2,23,6,39
Jack Wilshere,WHU,EPL,M,8,389,4,4,1,2,0,0,7,1,4,0,27,15,36
Thiago Alcantara,BAY,UCL,M,5,388,4,1,0,1,0,0,10,1,6,0,43,6,30
Riyad Mahrez,MCI,UCL,M,6,388,4,2,1,1,0,0,1,1,5,4,20,2,16
Nicolo Zaniolo,ROM,UCL,M,7,385,4,3,3,2,0,0,1,0,3,1,14,7,22
Raul Garcia Carnero,LGN,LIGA,D,5,380,4,1,0,1,0,0,6,2,6,0,18,1,22
Dries Mertens,NAP,UCL,F/M,6,375,4,2,3,1,0,0,0,0,0,0,11,1,8
Kerem Demirbay,HOF,UCL,M,5,374,4,1,2,3,0,0,4,1,4,3,27,7,23
Weston McKennie,SKE,UCL,M,6,374,4,2,2,1,0,0,13,2,4,0,25,1,36
Kyle Walker-Peters,TOT,EPL,D,6,374,4,2,0,1,0,0,4,1,4,4,20,9,29
Amadou Haidara,RBL,BUND,M,9,374,4,5,2,1,0,0,4,1,11,0,20,10,37
Caglar Soyuncu,LEI,EPL,D,6,372,4,2,1,1,0,0,7,5,2,1,20,2,25
Achraf Hakimi,DOR,UCL,D,5,370,4,1,0,0,0,0,4,1,7,0,23,5,25
Rafa Silva,BEN,UCL,M,6,368,4,2,3,0,0,0,4,0,8,1,27,5,32
Viktor Kovalenko,DON,UCL,M/D,6,368,4,2,3,0,0,0,2,0,3,0,22,0,11
Rafinha,BAY,UCL,D,6,367,4,2,0,1,0,0,5,0,10,1,30,4,21
Thomas Meunier,PSG,UCL,D,5,363,4,1,1,1,0,0,4,1,2,2,27,1,11
Havard Nordtveit,FUL,EPL,M/D,5,361,4,1,0,0,0,0,8,3,4,0,25,1,16
Kevin Vogt,HOF,UCL,M,4,360,4,0,0,2,0,0,3,4,1,0,34,0,9
Naldo,SKE,UCL,D,4,360,4,0,0,0,0,0,5,7,2,0,18,0,30
Jardel,BEN,UCL,D,4,360,4,0,0,3,0,0,8,2,4,0,20,1,20
Yaroslav Rakitskiy,DON,UCL,D,4,360,4,0,0,1,0,0,6,5,1,1,13,1,10
Danilo D'Ambrosio,INT,UCL,D,4,360,4,0,0,1,0,0,6,0,6,2,17,2,21
Andrea Raggi,MON,UCL,D,4,360,4,0,0,1,0,0,5,1,1,2,18,1,10
Raphael Varane,RMD,UCL,D,4,360,4,0,0,1,0,0,6,2,2,0,21,0,16
Ozan Kabak,GAL,UCL,D,4,360,4,0,0,0,0,0,13,2,9,0,21,4,37
Sergio Reguilon,RMD,UCL,D,4,360,4,0,0,1,0,0,10,2,6,3,21,6,22
Serdar Aziz,GAL,UCL,D,4,360,4,0,0,3,0,0,3,2,4,0,15,1,24
Jan Kovarik,VPL,UCL,M,4,360,4,0,0,0,0,0,2,1,0,4,18,1,13
Ronael Pierre-Gabriel,MON,FRAN,D,4,356,4,0,1,1,0,0,3,1,8,0,9,3,28
Valentin Eysseric,FIO,SERI,F/M,8,355,4,4,2,1,0,0,4,1,5,2,29,1,20
Nolan Mbemba,REI,FRAN,M,8,355,4,4,2,0,0,0,10,1,9,1,22,4,31
Marko Rog,SEV,LIGA,M,10,354,4,6,4,5,0,0,8,0,11,0,37,11,43
Arnor Sigurdsson,CSK,UCL,M,6,354,4,2,2,2,0,0,1,0,2,1,13,3,14
Nikita Chernov,CSK,UCL,D,5,353,4,1,1,0,0,0,4,1,4,0,20,0,23
Oliver,POR,UCL,M,5,352,4,1,3,1,0,0,6,1,7,1,35,4,20
Dimitris Nikolaou,EMP,SERI,D,4,349,4,0,1,0,0,0,2,2,3,0,16,0,7
Ales Cermak,VPL,UCL,F/M,5,349,4,1,2,0,0,0,1,0,2,0,23,7,26
Andre Simoes,AEK,UCL,M,4,349,4,0,1,1,0,0,3,6,8,0,18,4,25
Mohamed Camara,YBO,UCL,D,4,348,4,0,0,2,1,1,10,6,3,0,22,0,11
Dan-Axel Zagadou,DOR,UCL,D,4,347,4,0,1,1,0,0,3,4,2,0,21,1,17
Almamy Toure,MON,FRAN,D,4,347,4,0,1,0,0,0,11,1,6,1,15,3,29
Santiago Arias,ATL,UCL,D,4,347,4,0,1,0,0,0,2,0,5,1,19,1,17
Juan Aguilera,HUE,LIGA,M,6,347,4,2,3,0,0,0,4,2,2,2,27,1,13
Miralem Sulejmani,YBO,UCL,F/M,5,345,4,1,3,0,0,0,1,0,2,0,14,5,12
Marcelo,RMD,UCL,D,4,343,4,0,1,0,0,0,2,0,4,2,21,1,9
Marios Oikonomou,AEK,UCL,D,4,338,4,0,1,1,0,0,12,2,2,0,12,2,11
Oleksandr Zinchenko,MCI,UCL,M/D,5,337,4,1,1,1,0,0,11,1,7,2,25,1,14
James Rodriguez,BAY,UCL,M,5,336,4,1,4,1,0,0,5,0,4,0,25,4,21
Djibril Sidibe,MON,UCL,D,4,334,4,0,1,2,0,0,3,0,7,1,24,2,23
Marko Rog,NAP,SERI,M,9,331,4,5,3,3,0,0,5,2,9,0,20,8,32
Phil Jagielka,EVE,EPL,D,7,330,4,3,0,0,0,1,2,0,5,0,14,0,24
Antonin Barak,UDN,SERI,F/M,8,329,4,4,4,0,0,0,2,0,6,0,21,2,18
Juan Cuadrado,JUV,UCL,M,5,328,4,1,3,1,0,0,3,0,6,1,23,2,26
Valter Birsa,CAG,SERI,F/M,11,327,4,7,4,0,0,0,4,0,3,3,22,4,11
Younes Belhanda,GAL,UCL,M,4,327,4,0,2,1,0,0,2,1,5,0,14,5,22
Fernando,GAL,UCL,M,4,325,4,0,2,2,0,0,6,2,6,0,9,3,24
Christian Norgaard,FIO,SERI,M,6,323,4,2,3,0,0,0,10,0,2,0,22,2,23
Bertrand Traore,LYO,UCL,F/M,8,320,4,4,4,1,0,0,2,1,3,0,21,6,22
Diego Reyes,LGN,LIGA,D,6,319,4,2,2,1,0,0,7,4,4,0,20,2,20
Goncalo Guedes,VAL,UCL,F/M,4,318,4,0,3,1,0,0,2,0,1,0,22,6,26
Ignasi Miquel,GET,LIGA,D,7,317,4,3,1,1,0,0,5,4,0,1,21,2,11
Emerson,BET,LIGA,D,6,317,4,2,2,1,0,0,7,0,7,1,12,0,26
Nacer Chadli,MON,UCL,M,5,314,4,1,2,0,0,0,3,1,1,1,16,1,15
Arjen Robben,BAY,UCL,M,4,314,4,0,2,1,0,0,2,0,0,1,14,2,7
Kevin Akpoguma,HAN,BUND,D,4,314,4,0,1,2,0,0,10,2,6,0,14,2,20
Romain Metanire,REI,FRAN,D,5,313,4,1,0,1,0,1,6,3,9,0,22,1,19
Jesus Vallejo,RMD,LIGA,D,5,311,4,1,0,1,0,1,7,4,5,0,20,0,11
Mattia De Sciglio,JUV,UCL,D,4,309,4,0,3,0,0,0,6,0,2,2,17,2,14
Daniele De Rossi,ROM,UCL,M,4,306,4,0,2,1,0,0,7,2,2,0,25,0,12
Eric Bailly,MUN,UCL,D,4,306,4,0,1,1,0,0,5,0,3,0,22,1,17
Sekou Sanogo,YBO,UCL,M,4,302,4,0,1,1,0,1,6,0,1,0,18,1,19
Thomas Delaney,DOR,UCL,M,6,297,4,2,2,1,0,0,8,2,5,1,19,0,15
Jesse Lingard,MUN,UCL,M,6,296,4,2,4,1,0,0,0,0,2,0,10,2,9
Victor Wanyama,TOT,UCL,M,6,292,4,2,2,2,0,0,4,1,3,0,22,3,18
Manuel Fernandes,LMO,UCL,M,4,291,4,0,2,0,0,0,2,1,6,1,17,10,26
Radja Nainggolan,INT,UCL,M,4,282,4,0,4,0,0,0,1,0,0,2,15,1,15
Andy Pelmard,NIC,FRAN,D,4,277,4,0,3,0,0,0,3,0,5,0,20,1,12
Stephan El Shaarawy,ROM,UCL,F/M,4,263,4,0,3,1,0,0,3,0,2,1,12,3,15
Andrea Barzagli,JUV,SERI,D,7,261,4,3,4,0,0,0,4,2,1,0,14,0,10
Eduardo Salvio,BEN,UCL,M,4,245,4,0,3,1,0,0,7,0,5,0,17,10,17
Naby Keita,LIV,UCL,M,6,244,4,2,3,1,0,0,5,1,8,0,18,8,31
Daniele Bonera,VIL,LIGA,D,5,233,4,1,3,1,0,0,4,5,2,0,9,0,3
Stefano Sturaro,GEN,SERI,M,5,216,4,1,3,0,0,1,3,1,3,0,13,3,14
Alexandru Maxim,MAI,BUND,M,22,558,3,19,2,3,0,0,5,0,10,3,30,10,36
Sheyi Ojo,REI,FRAN,M,15,459,3,12,2,0,0,0,3,0,6,4,14,8,30
Danilo Cataldi,LAZ,SERI,M,10,455,3,7,1,2,0,0,7,0,6,1,31,5,17
Igor Lewczuk,BDX,FRAN,D,5,401,3,2,0,0,0,0,4,2,7,1,22,0,23
Valentin Vada,ETI,FRAN,M,12,398,3,9,3,1,0,0,7,1,4,1,30,4,22
Marco Russ,EF,BUND,D,5,378,3,2,0,1,0,0,7,2,2,0,17,0,24
Vladimir Darida,HB,BUND,M,10,373,3,7,2,1,0,0,8,0,5,3,30,4,20
Jeremy Pied,LIL,FRAN,D,10,372,3,7,0,0,0,0,6,1,7,5,20,2,23
Kadeem Harris,CC,EPL,F/M,13,366,3,10,1,1,0,0,3,0,5,4,10,6,26
Arturo Vidal,BAR,UCL,M,11,356,3,8,1,1,0,0,10,1,12,0,20,0,42
Aly Ndom,REI,FRAN,M,11,355,3,8,0,1,0,0,3,2,9,0,22,5,28
Angel Correa,ATL,UCL,M,8,353,3,5,3,2,0,0,6,0,6,1,27,10,27
Daniele Dessena,CAG,SERI,M,11,347,3,8,0,3,0,0,3,1,2,1,26,0,19
Domingos Quina,WAT,EPL,M,8,334,3,5,2,0,0,0,3,0,7,1,30,5,22
Erik Lamela,TOT,UCL,M,9,333,3,6,3,2,0,0,2,0,5,1,15,0,17
Vincenzo Grifo,HOF,BUND,M,7,332,3,4,2,0,0,0,2,1,3,0,23,3,13
Philip Foden,MCI,EPL,M,13,329,3,10,2,0,0,0,4,0,6,1,14,8,22
Leon Goretzka,BAY,UCL,M,6,326,3,3,1,0,0,0,5,1,7,0,23,2,26
Unai Lopez,ATH,LIGA,M,7,325,3,4,2,1,0,0,1,3,5,2,25,5,18
Henry Onyekuru,GAL,UCL,F/M,5,323,3,2,0,0,0,0,2,0,4,1,15,3,18
Luca Mazzitelli,GEN,SERI,M,10,319,3,7,3,3,0,0,6,1,2,1,34,0,20
Mahmoud Dahoud,DOR,UCL,M,5,317,3,2,1,1,0,0,7,0,2,0,29,1,5
Cheick Doukoure,LEV,LIGA,M,9,313,3,6,2,1,0,0,3,2,7,0,15,2,25
Goran Causic,RSB,UCL,M,5,311,3,2,0,0,0,0,6,3,4,0,24,0,12
Joel Veltman,AJX,UCL,D,5,309,3,2,0,1,0,0,9,2,8,0,34,2,37
Martin Caceres,LAZ,SERI,D,4,306,3,1,0,0,0,0,0,0,2,0,17,0,10
Marouane Fellaini,MUN,UCL,M,5,302,3,2,0,0,0,0,5,0,6,1,27,0,29
Ilzat Akhmetov,CSK,UCL,M,4,301,3,1,1,1,0,0,3,1,6,0,23,5,20
Marko Gobeljic,RSB,UCL,D,4,301,3,1,0,3,0,0,11,1,3,2,18,2,16
Mihailo Ristic,MTP,FRAN,M,9,300,3,6,2,0,0,0,8,3,9,1,17,2,26
Pepe,POR,UCL,D,3,300,3,0,0,2,0,0,3,1,5,0,31,0,21
Jacob Murphy,NEW,EPL,M,9,300,3,6,3,0,0,0,1,2,2,3,15,3,13
Alessandro Schopf,SKE,UCL,M,4,298,3,1,0,0,0,0,5,0,1,2,26,5,12
Benjamin Henrichs,MON,UCL,D,4,296,3,1,0,0,0,0,4,0,3,2,26,1,13
Jan Kopic,VPL,UCL,M,4,296,3,1,1,1,0,0,2,0,2,1,22,2,17
Uros Cosic,AEK,UCL,D,4,292,3,1,0,1,0,0,8,1,2,0,13,1,6
Danny Simpson,LEI,EPL,D,6,291,3,3,2,0,0,0,6,3,3,0,14,0,19
Julian Weigl,DOR,UCL,M,4,289,3,1,1,2,0,0,3,0,6,0,25,1,21
Maicon,GAL,UCL,D,4,287,3,1,0,1,0,0,6,5,6,0,25,0,26
Leo Dubois,LYO,UCL,D,5,285,3,2,0,1,0,0,6,3,0,0,16,1,5
Gorka Elustondo,RV,LIGA,M,5,285,3,2,2,1,0,0,6,1,5,1,14,1,21
Niko Bungert,MAI,BUND,D,7,285,3,4,2,0,0,0,4,6,5,0,15,0,19
Raphael Guerreiro,DOR,UCL,M/D,6,284,3,3,3,0,0,0,7,0,3,0,25,0,9
Julian Draxler,PSG,UCL,M,7,284,3,4,1,2,0,0,1,0,4,2,19,4,13
David Hancko,FIO,SERI,D,5,283,3,2,1,0,0,0,3,1,6,0,11,0,18
Dmitri Barinov,LMO,UCL,M,4,283,3,1,0,1,0,0,10,2,4,0,16,1,23
Robin Le Normand,RSO,LIGA,D,4,283,3,1,0,1,0,0,4,0,2,0,18,1,16
Adrien Rabiot,PSG,UCL,M,5,282,3,2,0,0,0,0,3,0,4,0,25,2,29
Johan Djourou,SPL,SERI,D,5,279,3,2,1,0,0,0,4,3,1,0,10,2,13
Francis Coquelin,VAL,UCL,M,4,278,3,1,1,1,0,0,10,1,5,0,26,4,22
Jordi Mboula,MON,FRAN,F/M,7,276,3,4,4,1,0,0,1,0,0,4,12,5,14
Eduardo Camavinga,REN,FRAN,M,6,273,3,3,3,1,0,0,3,2,15,0,17,2,36
Kevin Goden,FCN,BUND,D,5,272,3,2,1,1,0,0,4,1,3,1,15,3,14
Claud Adjapong,SAS,SERI,D,5,271,3,2,2,1,0,0,1,1,2,0,12,6,18
Daniele Rugani,JUV,UCL,D,4,271,3,1,0,1,0,0,6,4,1,0,21,2,15
Mouctar Diakhaby,VAL,UCL,D,3,270,3,0,0,1,0,0,5,3,5,0,14,0,13
Lato,VAL,LIGA,D,4,270,3,1,1,1,0,0,6,3,4,0,19,0,8
Daniel Wass,VAL,UCL,M,3,270,3,0,0,0,0,0,4,1,2,2,10,3,15
Omer Toprak,DOR,UCL,D,3,270,3,0,0,0,0,0,4,2,3,0,21,0,13
Vedran Corluka,LMO,UCL,D,3,270,3,0,0,3,0,0,3,3,4,0,8,0,17
Phil Jones,MUN,UCL,D,3,270,3,0,0,0,0,0,7,5,2,1,13,1,12
Fernando Marcal,LYO,UCL,D,3,270,3,0,0,2,0,0,8,2,1,0,16,1,7
Cristiano Piccini,VAL,UCL,D,3,270,3,0,0,1,0,0,4,1,7,2,19,5,23
Scott McTominay,MUN,UCL,M,3,270,3,0,0,0,0,0,3,0,6,0,14,6,22
Bryan Idowu,LMO,UCL,D,3,270,3,0,0,1,0,0,8,1,5,0,24,0,14
Mats Rits,CB,UCL,M,5,270,3,2,1,1,0,0,5,1,3,1,15,1,9
Jaka Bijol,CSK,UCL,M,3,270,3,0,0,2,0,0,4,0,6,0,12,1,32
German Conti,BEN,UCL,D,3,270,3,0,0,1,0,0,11,4,6,0,10,0,15
Vasilios Lampropoulos,AEK,UCL,D,3,270,3,0,0,1,0,0,4,6,5,0,11,1,10
Moises Delgado,REV,LIGA,D,3,270,3,0,0,1,0,0,3,1,6,2,12,2,15
Nathaniel Chalobah,WAT,EPL,M,9,267,3,6,2,2,0,0,5,1,2,1,19,0,10
Marlos,DON,UCL,M,3,266,3,0,2,0,0,0,2,0,1,0,12,4,8
Eddy Sylvestre,NIC,FRAN,M,5,266,3,2,2,0,0,0,0,0,2,1,16,3,12
Cedric Soares,INT,SERI,D,4,259,3,1,1,0,0,0,2,1,6,6,12,0,16
Davide Santon,ROM,UCL,D,4,258,3,1,1,0,0,0,7,0,5,0,8,2,13
Alexandre Lauray,BDX,FRAN,D,3,258,3,0,1,1,0,0,4,0,6,0,18,0,16
Ermin Bicakcic,HOF,UCL,D,3,253,3,0,1,1,0,0,5,2,4,0,18,0,16
Antonio Valencia,MUN,UCL,M/D,3,252,3,0,1,2,0,0,8,1,2,2,20,2,11
Isco,RMD,UCL,M,4,251,3,1,1,1,0,0,2,0,4,1,10,5,17
Maximilian Wober,AJX,UCL,D,4,251,3,1,0,0,0,1,10,0,3,0,10,0,10
Youssef Ait Bennasser,MON,UCL,M,3,248,3,0,1,0,0,0,0,0,2,0,13,1,10
Kevin De Bruyne,MCI,UCL,M,4,247,3,1,2,0,0,0,2,1,2,1,20,4,13
Samir Nasri,WHU,EPL,M,5,245,3,2,3,0,0,0,1,0,0,1,9,2,4
Slavoljub Srnic,RSB,UCL,F/M,3,244,3,0,1,0,0,0,1,0,1,0,9,0,8
Mikel Rico,ATH,LIGA,M,4,243,3,1,2,0,0,0,2,2,2,0,19,0,15
Kevin-Prince Boateng,BAR,LIGA,F/M,3,240,3,0,1,1,0,0,1,0,2,0,5,0,15
Rafael,LYO,UCL,D,3,240,3,0,2,0,0,0,11,0,3,0,11,2,20
Sebastian Rudy,SKE,UCL,M,4,240,3,1,2,2,0,0,5,0,4,0,22,2,15
Adama Traore,MON,FRAN,M,6,240,3,3,3,0,0,0,3,0,1,0,10,2,16
Branko Jovicic,RSB,UCL,D,4,238,3,1,2,1,0,0,6,2,5,0,23,1,12
Hordur Magnusson,CSK,UCL,D,3,236,3,0,0,0,1,1,2,2,1,1,16,0,15
