Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,INT,BLK,TKLW,ACRO,BR,DR,DW
Martin Kelly,CRY,EPL,D,13,1110,12,1,0,2,0,0,11,12,13,1,42,0,57
Valter Birsa,CHV,SERI,F/M,17,1103,12,5,7,1,0,0,6,1,8,3,60,12,46
Tito,RV,LIGA,D,15,1099,12,3,2,2,0,0,17,2,9,2,52,2,50
Javier Manquillo,NEW,EPL,D,18,1099,12,6,2,2,0,0,17,1,19,3,59,5,59
Adrien Silva,MON,FRAN,M,14,1093,12,2,1,6,0,0,16,2,28,2,110,11,92
Massimo Gobbi,PAR,SERI,M/D,15,1093,12,3,2,3,0,0,9,7,7,5,56,2,31
Ryan Fredericks,WHU,EPL,D,15,1085,12,3,2,5,0,0,13,5,23,5,51,12,80
Patric,LAZ,SERI,D,15,1083,12,3,3,1,0,0,12,7,11,2,63,2,40
Sebastien De Maio,UDN,SERI,D,15,1083,12,3,3,0,1,1,9,15,7,1,48,4,53
Omar Mascarell,SKE,BUND,M,15,1083,12,3,3,2,0,0,24,7,10,0,70,6,46
Amine Harit,SKE,BUND,M,18,1083,12,6,7,1,0,0,9,1,8,2,69,36,108
Anuar,REV,LIGA,M,19,1082,12,7,7,6,0,0,11,1,19,0,53,4,78
Joao Mario,INT,SERI,M,20,1081,12,8,7,2,0,0,6,0,16,6,78,23,79
Daley Blind,AJX,UCL,M/D,12,1080,12,0,0,2,0,0,20,10,11,0,64,2,63
Dusan Tadic,AJX,UCL,M,12,1080,12,0,0,1,0,0,6,1,7,5,55,20,55
Youssef Ait Bennasser,MON,FRAN,M,13,1074,12,1,2,2,0,0,14,5,16,0,119,12,62
Facundo Roncaglia,CEL,LIGA,D,12,1071,12,0,1,3,0,0,20,5,22,0,55,2,64
Jonathan Biabiany,PAR,SERI,F/M,18,1070,12,6,7,4,0,0,11,1,22,4,68,20,82
Adrien Rabiot,PSG,FRAN,M,14,1064,12,2,2,3,0,0,10,2,20,0,97,15,78
Sergio Alvarez,EIB,LIGA,M,19,1064,12,7,3,1,0,0,17,4,25,0,76,1,76
Sadio Mane,LIV,UCL,F/M,12,1061,12,0,3,2,0,0,4,2,13,2,42,26,84
Joe Gomez,LIV,EPL,D,16,1060,12,4,1,2,0,0,14,5,11,2,71,4,54
Rene Krhin,NTE,FRAN,M,16,1056,12,4,5,2,0,0,21,4,14,0,66,4,72
Jean-Eudes Aholou,MON,FRAN,M,16,1056,12,4,5,2,0,0,17,0,10,1,78,10,66
Florian Lejeune,NEW,EPL,D,12,1055,12,0,1,0,0,0,21,5,15,1,74,3,64
Kenny Tete,LYO,FRAN,D,13,1050,12,1,3,1,0,0,18,5,23,16,68,1,61
Sanjin Prcic,STR,FRAN,M,12,1045,12,0,1,1,0,0,18,8,15,4,74,12,47
Cristian Zapata,MIL,SERI,D,13,1026,12,1,1,4,0,0,8,15,16,0,47,2,63
Ivan Rakitic,BAR,UCL,M,12,1020,12,0,3,2,0,0,19,3,4,0,65,2,29
Diogo Dalot,MUN,EPL,D,16,1014,12,4,6,3,0,0,10,2,12,13,53,11,59
Akapo,HUE,LIGA,D,13,1012,12,1,2,2,0,0,22,2,15,0,54,8,68
Kostas Stafylidis,AUG,BUND,D,13,1012,12,1,3,1,0,0,19,2,16,3,75,4,47
Mathias Olivera,GET,LIGA,D,14,1010,12,2,5,4,1,1,10,2,17,5,66,10,99
Luca Fuentes Sangalli,RSO,LIGA,M,18,999,12,6,9,0,0,0,5,1,13,5,65,16,61
Per Skjelbred,HB,BUND,M,16,996,12,4,4,3,0,0,20,1,18,1,68,9,57
Milan Badelj,LAZ,SERI,M,21,989,12,9,9,6,0,0,25,6,18,4,83,25,80
Antonio Barragan,BET,LIGA,D,14,936,12,2,5,4,0,0,5,4,8,9,37,3,36
Sebastian Rode,EF,BUND,M,12,931,12,0,8,4,0,0,19,0,19,2,71,11,68
Marek Hamsik,NAP,SERI,M,13,922,12,1,7,1,0,0,12,1,5,0,81,6,24
Fernando Marcal,LYO,FRAN,D,12,883,12,0,5,2,0,0,30,3,16,2,72,1,69
Lucas Paqueta,MIL,SERI,M,13,850,12,1,9,5,0,1,4,0,9,1,48,16,73
Isco,RMD,LIGA,M,27,1186,11,16,9,3,0,0,6,1,14,4,68,33,102
Faouzi Ghoulam,NAP,SERI,D,15,1063,11,4,3,2,0,0,7,2,5,5,50,1,52
Unai Nunez,ATH,LIGA,D,12,1063,11,1,0,4,0,0,28,12,11,0,50,2,62
Ladislav Krejci,BGN,SERI,M,16,1058,11,5,2,2,0,0,7,2,12,10,51,3,36
Xherdan Shaqiri,LIV,EPL,M,24,1058,11,13,7,2,0,0,6,1,4,7,65,4,35
Emmanuel Imorou,CAE,FRAN,D,15,1046,11,4,3,2,0,0,28,3,13,3,53,5,46
Gabriel,LIL,FRAN,D,13,1036,11,2,0,1,0,0,18,6,11,0,51,0,71
Sergio Busquets,BAR,UCL,M,12,1033,11,1,2,3,0,0,15,3,21,0,90,6,77
Luca Paganini,FRO,SERI,F/M,13,1031,11,2,0,2,0,0,18,4,10,5,50,4,91
Florian Miguel,NIM,FRAN,D,12,1027,11,1,0,1,1,1,18,5,16,3,44,3,56
Mario Suarez,RV,LIGA,M,14,1026,11,3,3,5,0,0,14,3,23,1,92,16,107
Junior Stanislas,BOU,EPL,M,23,1025,11,12,8,1,0,0,2,1,6,2,52,12,44
Alexander Hack,MAI,BUND,D,14,1019,11,3,2,1,0,0,42,16,12,0,80,8,88
Rafael,LYO,FRAN,D,18,1018,11,7,1,4,0,1,15,2,20,8,72,11,78
Fabian Johnson,BM,BUND,M/D,18,1009,11,7,5,1,0,0,10,3,5,1,54,1,38
Harvey Barnes,LEI,EPL,M,16,1009,11,5,8,0,0,0,3,1,6,3,41,30,54
Julian Korb,HAN,BUND,D,12,1007,11,1,3,0,0,0,23,4,17,6,52,4,40
Davide Santon,ROM,SERI,D,17,1005,11,6,2,0,0,0,15,7,6,6,60,14,47
Adam Masina,WAT,EPL,D,14,1004,11,3,2,5,0,0,17,4,17,3,52,7,69
Jean-Victor Makengo,NIC,FRAN,M,24,1004,11,13,9,2,0,0,9,1,8,1,50,26,54
Alessandro Schopf,SKE,BUND,M,15,1003,11,4,3,3,0,0,9,0,16,3,89,17,58
Clement Lenglet,BAR,UCL,D,12,999,11,1,0,2,0,0,8,11,19,0,35,4,60
Federico Ceccherini,FIO,SERI,D,15,993,11,4,3,3,0,0,21,8,10,1,54,6,69
Virgil van Dijk,LIV,UCL,D,11,990,11,0,0,3,0,0,10,6,7,0,50,1,54
Gerard Pique,BAR,UCL,D,11,990,11,0,0,1,0,0,12,9,8,0,52,3,39
Toby Alderweireld,TOT,UCL,D,11,990,11,0,0,2,0,0,11,11,7,0,45,0,38
Jordi Alba,BAR,UCL,D,11,990,11,0,0,2,0,0,17,5,8,2,80,7,27
Matthijs de Ligt,AJX,UCL,D,11,990,11,0,0,2,0,0,15,8,12,0,73,1,67
Frenkie de Jong,AJX,UCL,M/D,11,986,11,0,1,2,0,0,19,3,16,1,83,14,76
Dejan Lovren,LIV,EPL,D,13,986,11,2,1,1,0,0,10,7,9,2,44,0,78
Ainsley Maitland-Niles,ARS,EPL,M/D,16,986,11,5,2,1,1,1,19,4,22,1,59,19,70
Nicolas Cozza,MTP,FRAN,D,12,986,11,1,3,0,0,0,25,10,15,0,61,8,52
Hakim Ziyech,AJX,UCL,M,11,985,11,0,2,3,0,0,14,1,17,1,75,31,83
Donny van de Beek,AJX,UCL,M,12,984,11,1,5,2,0,0,14,1,17,0,55,12,54
Jeremy Morel,LYO,FRAN,D,11,975,11,0,1,4,0,0,16,12,9,0,43,0,45
Kevin De Bruyne,MCI,EPL,M,19,974,11,8,7,2,0,0,3,1,15,9,61,19,62
Anthony Goncalves,STR,FRAN,M,17,969,11,6,6,3,0,0,9,1,13,10,40,4,38
Mohamed Salah,LIV,UCL,F/M,11,968,11,0,2,1,0,0,4,0,3,1,45,24,56
Nayef Aguerd,DIJ,FRAN,D,12,961,11,1,1,3,0,1,12,10,10,2,52,5,69
Aihen Munoz,RSO,LIGA,D,11,954,11,0,3,0,0,0,7,9,8,9,42,20,54
Pierre-Yves Polomat,ETI,FRAN,D,18,949,11,7,4,2,0,0,21,2,13,5,56,8,47
Cristian Dell'Orco,EMP,SERI,D,11,945,11,0,1,1,0,0,15,6,11,0,44,2,37
Marcel Sobottka,DUS,BUND,M,14,944,11,3,5,3,0,0,24,5,20,0,55,2,67
Kevin-Prince Boateng,SAS,SERI,F/M,13,942,11,2,6,1,0,0,3,3,4,0,24,0,52
Lyanco,BGN,SERI,D,11,942,11,0,2,1,1,1,19,10,15,0,87,9,63
Luca Pellegrini,CAG,SERI,D,12,941,11,1,1,2,1,1,18,2,19,9,55,10,56
Youssef Ait Bennasser,ETI,FRAN,M,13,937,11,2,4,0,0,0,19,2,13,2,74,11,52
Levin Oztunali,MAI,BUND,M,15,923,11,4,7,3,0,0,7,2,7,4,55,16,42
Andrew Robertson,LIV,UCL,D,11,918,11,0,3,3,0,0,6,2,13,4,59,7,41
Kasim Adams Nuhu,HOF,BUND,D,13,906,11,2,3,4,1,1,24,5,11,0,54,7,60
Riccardo Saponara,SMP,SERI,F/M,22,904,11,11,10,3,0,0,4,1,6,1,47,15,49
Cesc Fabregas,MON,FRAN,M,12,896,11,1,3,2,0,0,8,3,10,0,63,3,38
Hidde ter Avest,UDN,SERI,D,12,889,11,1,8,0,0,0,8,2,13,7,39,4,40
Lasse Schone,AJX,UCL,M,11,886,11,0,5,2,0,0,16,1,7,0,81,4,46
Christophe Jallet,NIC,FRAN,D,13,882,11,2,4,3,0,0,14,5,21,5,33,1,42
Philippe Coutinho,BAR,UCL,F/M,12,860,11,1,9,0,0,0,10,1,3,1,44,21,49
Franck Ribery,BAY,BUND,M,25,1167,10,15,8,3,0,0,7,0,7,8,70,36,71
Moussa Diaby,PSG,FRAN,M,25,1131,10,15,4,1,0,0,12,1,8,3,69,20,42
Patrick Herrmann,BM,BUND,M,24,1073,10,14,7,1,0,0,6,3,14,13,53,12,49
Mathieu Bodmer,AMN,FRAN,D,26,1064,10,16,5,1,0,0,2,0,11,2,42,4,72
Esteban Rolon,GEN,SERI,M,18,1039,10,8,4,9,0,0,17,2,29,0,73,11,82
Jacob Rasmussen,EMP,SERI,D,14,1014,10,4,2,3,0,0,11,13,12,0,65,3,61
Caiuby,AUG,BUND,M,14,1006,10,4,3,3,0,0,5,1,10,5,54,11,96
Alex Gallar,HUE,LIGA,M,25,1002,10,15,7,2,0,0,9,1,9,6,74,19,53
Bostjan Cesar,CHV,SERI,D,13,985,10,3,0,3,0,0,9,7,10,0,40,1,43
John Bostock,TOU,FRAN,F/M,16,984,10,6,4,1,0,0,17,2,14,0,50,1,53
Isaac Mbenza,HUD,EPL,F/M,22,982,10,12,7,1,0,0,5,0,8,5,52,5,21
Alessandro Murgia,SPL,SERI,M,14,982,10,4,3,1,0,0,17,2,13,1,67,3,56
Tom Davies,EVE,EPL,M,16,976,10,6,1,3,0,0,16,1,17,0,67,13,65
Adam Nagy,BGN,SERI,M,14,972,10,4,0,2,1,1,25,5,21,1,68,4,46
Arnaud Nordin,ETI,FRAN,M,24,969,10,14,9,2,0,0,5,2,11,3,47,18,75
Dominik Kohr,LEV,BUND,M,18,968,10,8,3,4,0,0,15,12,29,1,81,4,71
Marvin Zeegelaar,UDN,SERI,M/D,12,955,10,2,0,5,1,1,17,2,23,2,62,16,69
Jonjo Shelvey,NEW,EPL,M,16,944,10,6,2,1,0,0,7,3,12,4,84,10,51
Stephan Lichtsteiner,ARS,EPL,D,14,940,10,4,6,3,0,0,9,4,9,1,41,4,50
Ridle Baku,MAI,BUND,M,15,938,10,5,5,1,0,0,8,1,9,0,45,8,48
Felipe,POR,UCL,D,10,930,10,0,0,2,0,0,21,6,8,0,61,4,74
Tony Jantschke,BM,BUND,D,14,930,10,4,2,0,0,0,26,7,10,0,53,2,58
Danilo,POR,UCL,M,10,930,10,0,0,2,0,0,14,7,8,0,101,7,63
Alex Telles,POR,UCL,D,10,930,10,0,0,1,0,0,16,5,7,11,39,4,40
Stefan Ilsanker,RBL,BUND,M,19,926,10,9,2,5,0,1,19,2,16,0,57,2,70
Vincent Laurini,FIO,SERI,D,15,921,10,5,6,4,0,0,13,5,5,10,54,11,66
Layvin Kurzawa,PSG,FRAN,D,18,920,10,8,7,4,0,0,10,2,12,4,56,11,57
Chang-hoon Kwon,DIJ,FRAN,M,18,918,10,8,6,1,0,0,7,0,4,3,50,15,49
Christian Eriksen,TOT,UCL,M,11,913,10,1,1,0,0,0,12,2,6,4,54,7,29
Georginio Wijnaldum,LIV,UCL,M,11,910,10,1,2,1,0,0,2,1,6,0,63,9,38
Youssouf Fofana,STR,FRAN,M,17,910,10,7,3,0,0,0,11,0,20,1,65,16,58
Joshua Brenet,HOF,BUND,D,14,905,10,4,3,0,0,0,8,1,13,7,60,14,47
Nicolo Brighenti,FRO,SERI,D,10,900,10,0,0,4,0,0,24,8,13,1,52,1,51
Leonardo Bonucci,JUV,UCL,D,10,900,10,0,0,0,0,0,12,9,5,2,40,0,25
Nicolas Tagliafico,AJX,UCL,D,10,900,10,0,0,6,0,0,20,3,20,1,62,3,76
Benjamin Mendy,MCI,EPL,D,10,900,10,0,0,1,0,0,10,4,10,11,65,8,34
Lucas Olaza,CEL,LIGA,D,10,898,10,0,1,2,0,0,8,6,18,8,48,5,42
Yerry Mina,EVE,EPL,D,13,892,10,3,1,3,0,0,8,5,7,0,41,0,57
Sasa Lukic,TOR,SERI,M,23,892,10,13,6,7,0,0,12,4,9,6,49,6,43
Federico Dimarco,PAR,SERI,D,13,892,10,3,4,4,0,0,15,6,7,3,62,10,42
Juan Foyth,TOT,EPL,D,12,890,10,2,1,3,0,1,10,5,17,0,53,18,83
Marcel Tisserand,WOL,BUND,D,10,888,10,0,2,2,0,0,20,5,9,2,52,4,53
Valery Fernandez Estrada,GIR,LIGA,M,17,884,10,7,5,2,0,0,8,1,15,5,52,19,62
Aymeric Laporte,MCI,UCL,D,10,882,10,0,1,1,0,0,16,3,9,1,43,2,46
Takashi Usami,DUS,BUND,M,19,876,10,9,7,1,0,0,8,2,12,4,53,13,46
Abdul-Rahman Baba,REI,FRAN,D,10,875,10,0,1,3,0,0,14,2,19,4,51,12,70
James Milner,LIV,UCL,M/D,11,874,10,1,5,1,0,0,9,1,14,5,71,4,52
Raheem Sterling,MCI,UCL,F/M,10,871,10,0,2,1,0,0,7,0,4,2,42,31,54
Olivier Boscagli,NIC,FRAN,D,14,863,10,4,3,1,0,0,17,1,12,2,63,6,67
Luca Valzania,FRO,SERI,M,12,859,10,2,8,3,0,0,16,0,12,3,51,7,51
Raul Garcia Carnero,GIR,LIGA,D,10,854,10,0,4,1,0,0,11,4,12,9,50,9,54
Enzo Loiodice,DIJ,FRAN,M,12,851,10,2,3,3,1,1,11,0,14,1,45,4,55
Chris Mepham,BOU,EPL,D,13,850,10,3,2,1,0,0,14,5,3,0,47,3,47
Kevin McDonald,FUL,EPL,M,15,842,10,5,5,4,1,1,9,2,11,0,47,0,40
Borja Fernandez Fernandez,REV,LIGA,M,19,839,10,9,5,4,0,0,14,2,13,1,55,1,61
Morgan Schneiderlin,EVE,EPL,M,14,835,10,4,3,2,0,0,14,3,16,1,71,2,52
Jean-Clair Todibo,TOU,FRAN,M,10,835,10,0,1,2,1,1,14,5,18,0,62,5,55
Takashi Inui,ALA,LIGA,M,12,834,10,2,8,0,0,0,4,0,5,2,53,14,43
Marius Wolf,DOR,BUND,M,16,831,10,6,5,1,0,1,13,0,10,3,43,11,47
Trent Alexander-Arnold,LIV,UCL,D,10,830,10,0,3,0,0,0,18,0,8,15,68,7,35
Noussair Mazraoui,AJX,UCL,M/D,11,829,10,1,3,3,0,0,21,2,24,2,55,13,68
Martin Harnik,BRE,BUND,M,18,827,10,8,9,2,0,0,3,0,7,1,41,4,44
Son Heung-Min,TOT,UCL,F/M,11,815,10,1,7,3,0,0,5,1,8,0,37,19,42
Miralem Pjanic,JUV,UCL,M,10,815,10,0,4,1,0,0,15,1,10,1,73,5,33
Hernan Perez,ESP,LIGA,M,19,797,10,9,10,1,0,0,5,3,10,5,44,20,62
Timothy Fosu-Mensah,FUL,EPL,D,12,794,10,2,4,3,0,0,12,5,7,3,42,8,34
Pablo Insua,HUE,LIGA,D,10,779,10,0,3,4,0,0,12,0,10,0,32,1,53
Luca Antonelli,EMP,SERI,D,13,761,10,3,7,1,0,0,16,4,11,0,46,5,50
Nadiem Amiri,HOF,BUND,M,13,758,10,3,8,1,0,0,7,0,9,2,44,20,51
Isaac Success,WAT,EPL,F/M,30,1039,9,21,6,4,0,0,2,0,12,1,60,13,106
Erik Lamela,TOT,EPL,M,19,972,9,10,7,2,0,0,7,0,13,2,59,20,58
Fabio Borini,MIL,SERI,F/M,19,968,9,10,3,3,0,0,12,0,9,0,47,9,72
Bastos,LAZ,SERI,D,16,955,9,7,3,3,0,0,5,6,13,0,55,7,42
Nabil El Zhar,LGN,LIGA,M,27,954,9,18,6,0,0,0,4,0,4,11,53,26,52
Thiago Maia,LIL,FRAN,M,23,941,9,14,4,4,0,0,20,5,18,1,88,4,61
Beram Kayal,BHA,EPL,M,18,937,9,9,2,4,0,0,15,10,17,1,56,11,61
Christian Pulisic,DOR,BUND,M,20,923,9,11,3,2,0,0,6,2,6,1,37,42,94
Colin Dagba,PSG,FRAN,D,17,912,9,8,2,2,0,0,9,0,12,5,48,10,43
Nicholas Opoku,UDN,SERI,D,12,910,9,3,2,5,0,0,18,5,9,1,48,4,42
Marcello Gazzola,PAR,SERI,D,19,904,9,10,4,3,0,0,4,3,4,7,37,4,40
Rafinha,BAY,BUND,D,16,897,9,7,2,1,0,0,19,3,7,5,63,5,33
Wesley Hoedt,CEL,LIGA,D,10,893,9,1,0,1,1,1,11,11,11,1,46,4,59
Alexis Sanchez,MUN,EPL,F/M,20,877,9,11,8,3,0,0,9,0,10,5,39,14,56
Scott McTominay,MUN,EPL,M,16,862,9,7,1,1,0,0,15,4,9,0,52,1,61
Keven Schlotterbeck,FBG,BUND,D,10,862,9,1,0,1,0,0,13,13,18,0,40,6,49
Ciaran Clark,NEW,EPL,D,11,858,9,2,1,1,0,0,12,7,17,0,46,0,68
Ruben Semedo,HUE,LIGA,D,11,848,9,2,0,4,0,0,16,9,16,0,49,3,62
Joaquin,REV,LIGA,D,13,836,9,4,1,2,0,0,17,7,9,0,36,0,61
Hector Herrera,POR,UCL,M,9,834,9,0,2,3,0,0,7,1,10,1,67,9,60
Lucas Castro,CAG,SERI,M,11,829,9,2,4,1,0,0,15,4,9,7,52,7,44
Eder Militao,POR,UCL,M/D,9,823,9,0,1,2,0,0,17,4,14,1,52,4,67
Benjamin Hubner,HOF,BUND,D,10,813,9,1,1,2,0,0,21,7,18,0,35,1,64
Ivan Marcano,ROM,SERI,D,10,810,9,1,1,0,0,0,24,6,4,3,51,3,43
Sofian Kiyine,CHV,SERI,M,23,808,9,14,7,7,0,0,11,0,13,6,61,28,78
Rob Holding,ARS,EPL,D,10,807,9,1,1,1,0,0,12,7,7,0,54,3,37
Danilo,MCI,EPL,D,11,806,9,2,1,1,0,0,15,0,16,2,64,8,54
Rolando,MAR,FRAN,D,10,804,9,1,1,2,0,0,11,6,7,0,44,2,41
Jordon Ibe,BOU,EPL,M,19,796,9,10,7,1,0,0,4,0,5,5,33,26,44
Jose Izquierdo,BHA,EPL,F/M,15,794,9,6,5,1,0,0,5,1,9,1,46,13,36
Amir Abrashi,FBG,BUND,M,10,791,9,1,2,5,0,0,14,3,11,1,61,3,44
Luka Krajnc,FRO,SERI,D,9,790,9,0,2,3,0,0,11,3,8,1,29,3,42
Edgar Ie,NTE,FRAN,D,9,777,9,0,2,2,0,0,8,3,13,1,51,6,45
Wilfrid Kaptoum,BET,LIGA,M,10,776,9,1,4,2,0,0,10,1,6,0,36,19,53
Leonardo Capezzi,EMP,SERI,M,12,775,9,3,5,4,0,0,10,4,9,2,60,6,34
Steven Moreira,TOU,FRAN,D,9,774,9,0,2,2,0,0,9,0,8,3,43,5,32
Miguel Almiron,NEW,EPL,F/M,10,763,9,1,5,0,0,0,8,1,12,7,61,7,45
Dalbert,INT,SERI,D,10,761,9,1,2,2,0,0,8,3,23,11,60,2,74
Jan Vertonghen,TOT,UCL,D,9,759,9,0,1,1,0,0,17,5,3,2,42,4,30
Ken Sema,WAT,EPL,F/M,17,755,9,8,9,1,0,0,8,0,7,1,33,19,63
Sofiane Diop,MON,FRAN,M,13,742,9,4,5,1,0,0,8,0,7,0,48,14,44
Nenad Tomovic,CHV,SERI,D,10,741,9,1,3,1,0,0,15,1,7,1,49,1,34
Lucas Evangelista,NTE,FRAN,M,14,722,9,5,7,0,0,0,9,0,17,3,49,10,94
Gael Kakuta,RV,LIGA,M,12,720,9,3,6,1,0,0,9,1,7,6,35,16,38
David Silva,MCI,UCL,M,9,719,9,0,5,0,0,0,7,0,6,1,35,7,33
Jon Stankovic,HUD,EPL,D,11,719,9,2,5,2,0,0,9,9,18,0,38,1,58
Sandro,GEN,SERI,M,13,712,9,4,7,3,0,0,20,4,17,0,53,0,60
Antonio Di Gaudio,PAR,SERI,F/M,12,704,9,3,8,0,0,0,3,1,0,0,26,6,24
Nacer Chadli,MON,FRAN,M,16,692,9,7,7,1,0,0,3,1,5,2,29,8,42
Nikola Vukcevic,LEV,LIGA,M,16,670,9,7,7,3,1,1,10,5,18,0,39,4,55
Joel Obi,CHV,SERI,M,11,665,9,2,8,1,0,0,14,1,15,1,35,6,44
Vincent Pajot,ANG,FRAN,M,12,652,9,3,9,2,0,0,7,0,13,0,29,0,55
Javi Eraso,LGN,LIGA,M,13,635,9,4,8,2,0,0,7,1,3,0,31,3,28
Samu Castillejo,MIL,SERI,F/M,31,1008,8,23,5,3,0,0,8,0,10,2,67,19,73
Daniel Didavi,SGT,BUND,M,20,950,8,12,4,0,0,0,4,1,15,6,61,11,69
Adama Traore,WLV,EPL,F/M,29,892,8,21,8,1,0,0,6,0,13,15,54,65,129
Assane Diousse,CHV,SERI,M,13,858,8,5,2,5,0,0,19,4,15,2,88,6,40
Ferran Torres,VAL,LIGA,F/M,24,843,8,16,7,5,0,0,10,1,8,9,50,14,69
Pione Sisto,CEL,LIGA,M,25,834,8,17,7,0,0,0,3,0,3,4,54,26,51
Hasanne Kamara,REI,FRAN,M,15,831,8,7,1,1,0,0,16,1,18,2,58,22,67
Koray Gunter,GEN,SERI,D,13,824,8,5,1,1,0,0,18,7,13,1,39,0,50
Remi Walter,NIC,FRAN,M,18,820,8,10,4,1,0,0,6,1,12,1,60,5,42
Bassem Srarfi,NIC,FRAN,F/M,22,812,8,14,8,2,0,0,5,0,11,3,43,22,71
Eric Maxim Choupo-Moting,PSG,FRAN,F/M,21,792,8,13,4,0,0,0,3,0,4,2,29,20,46
Jonjoe Kenny,EVE,EPL,D,10,790,8,2,1,1,0,0,17,2,16,4,52,5,50
Mohamed Elyounoussi,SOU,EPL,F/M,16,790,8,8,5,0,0,0,6,1,12,4,44,11,49
Arber Zeneli,REI,FRAN,M,14,787,8,6,4,0,0,0,2,0,5,3,53,35,54
Kouadio-Yves Dabila,LIL,FRAN,D,12,779,8,4,0,2,0,0,6,9,6,0,56,1,23
Adria Pedrosa,ESP,LIGA,D,12,760,8,4,0,1,0,0,8,4,9,3,41,13,38
Jetro Willems,EF,BUND,D,24,755,8,16,4,2,0,1,12,4,16,3,56,8,45
Adrian Dieguez,HUE,LIGA,D,9,749,8,1,1,3,0,0,12,4,10,0,35,6,48
Didier Ndong,GUI,FRAN,M,11,746,8,3,5,3,0,0,15,3,11,2,59,6,47
Kyle Walker,MCI,UCL,D,10,746,8,2,1,1,0,0,6,2,1,3,39,5,25
Boulaye Dia,REI,FRAN,M,18,746,8,10,8,2,0,0,4,2,6,0,34,17,62
Alex Sandro,JUV,UCL,D,9,742,8,1,1,3,0,0,11,4,8,6,49,10,61
Giancarlo Gonzalez,BGN,SERI,D,12,742,8,4,4,2,0,0,12,11,7,0,36,0,44
Charalampos Lykogiannis,CAG,SERI,M/D,10,738,8,2,1,1,0,0,19,3,8,4,38,4,31
Adama Mbengue,CAE,FRAN,M,11,738,8,3,3,3,0,0,7,4,32,4,70,8,69
Rachid Ghezzal,LEI,EPL,M,19,735,8,11,6,3,0,0,7,1,5,10,50,17,49
Paul Pogba,MUN,UCL,M,9,730,8,1,1,0,1,1,6,2,2,2,46,10,51
Sime Vrsaljko,INT,SERI,D,10,726,8,2,1,2,0,0,11,1,14,14,42,2,45
Fabian Delph,MCI,EPL,M/D,11,725,8,3,2,1,0,1,13,0,14,3,54,8,47
Tyler Adams,RBL,BUND,M/D,10,723,8,2,2,0,0,0,16,1,17,0,60,14,71
Lewis Cook,BOU,EPL,M,13,722,8,5,3,2,0,0,8,2,6,0,60,10,33
Louis Jordan Beyer,BM,BUND,D,9,720,8,1,1,1,0,0,11,6,18,1,22,7,57
Luke Shaw,MUN,UCL,D,8,720,8,0,0,3,0,0,9,1,10,2,31,10,35
Marcelo,LYO,UCL,D,8,720,8,0,0,0,0,0,18,7,4,0,40,0,29
Ryad Boudebouz,CEL,LIGA,M,11,720,8,3,5,2,0,1,3,1,4,7,34,13,43
Chris Smalling,MUN,UCL,D,8,720,8,0,0,1,0,0,9,8,8,0,19,0,39
Jason Denayer,LYO,UCL,M/D,8,720,8,0,0,1,0,0,11,8,7,0,30,2,22
Matt Miazga,NTE,FRAN,D,8,720,8,0,0,5,0,0,12,7,11,1,31,0,62
Edgar Barreto,SMP,SERI,M,11,714,8,3,1,2,0,0,17,2,19,1,42,0,39
Sami Khedira,JUV,SERI,M,10,711,8,2,7,0,0,0,5,3,9,1,29,0,20
Sergi Roberto,BAR,UCL,M/D,9,708,8,1,4,1,0,0,12,0,9,1,48,6,39
Ferland Mendy,LYO,UCL,D,8,707,8,0,1,1,0,0,9,1,5,4,35,7,33
Aurelien Tchouameni,BDX,FRAN,M,10,705,8,2,4,3,0,0,21,5,12,0,39,6,49
Lucas Moura,TOT,UCL,F/M,11,701,8,3,5,0,0,0,7,0,7,1,34,31,74
Stanley Nsoki,PSG,FRAN,M,12,698,8,4,3,2,0,0,18,1,14,0,44,13,52
Manuel Lanzini,WHU,EPL,M,10,689,8,2,4,2,0,0,9,1,7,1,48,13,35
Sean Longstaff,NEW,EPL,M,9,687,8,1,2,2,0,0,10,4,13,2,46,5,38
Blaise Matuidi,JUV,UCL,M,9,683,8,1,3,2,0,0,11,2,11,2,26,8,37
Juan Bernat,PSG,UCL,D,8,675,8,0,1,2,0,0,9,1,8,3,37,5,36
Juanpi,HUE,LIGA,M,14,672,8,6,8,2,0,0,5,0,6,2,42,8,47
Mirko Valdifiori,SPL,SERI,M,15,666,8,7,7,3,0,0,5,2,15,1,37,2,32
Steven Skrzybski,SKE,BUND,F/M,12,665,8,4,7,1,0,0,3,1,3,1,26,4,24
Angel Di Maria,PSG,UCL,M,8,661,8,0,5,1,0,0,6,1,4,5,26,12,24
Amadou Diawara,NAP,SERI,M,13,661,8,5,5,4,0,0,10,0,4,0,57,9,29
Alexander Fuchs,FCN,BUND,M,9,660,8,1,6,3,0,0,5,1,12,0,34,3,31
Giacomo Bonaventura,MIL,SERI,F/M,8,651,8,0,5,0,0,0,7,0,2,1,39,10,33
Marko Pajac,EMP,SERI,M/D,9,650,8,1,5,4,0,0,7,0,6,5,36,8,24
Francisco Aday,GIR,LIGA,M,10,647,8,2,4,2,0,0,7,0,8,10,24,6,25
Eric Bailly,MUN,EPL,D,12,639,8,4,2,0,0,1,13,4,9,0,42,4,37
Mehdi Merghem,GUI,FRAN,M,8,635,8,0,5,3,0,0,9,1,18,3,44,13,53
